發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
107,4,20,4,5,2,03中山區,中山區中原街與新生北路2段119巷口,0,1,1,B03,2.0,32.0,3.0,8.0,50.0,4.0,1.0
107,4,8,19,2,2,03中山區,中山區大直街127巷與大直街口,0,3,1,B03,2.0,57.0,3.0,8.0,40.0,4.0,2.0
107,3,22,8,29,2,03中山區,中山區新生北路1段與長安東路2段口,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,4.0,1.0
107,4,10,23,40,2,03中山區,中山區新生北路1段與長安東路2段口,0,1,1,B03,2.0,30.0,3.0,7.0,50.0,4.0,1.0
107,4,18,7,31,2,03中山區,中山區朱崙街與南京東路3段48巷口,0,1,2,B03,2.0,53.0,3.0,8.0,50.0,3.0,1.0
107,3,30,13,38,2,03中山區,中山區中山北路2段與南京東路1段口,0,2,1,B03,2.0,73.0,3.0,8.0,50.0,4.0,1.0
107,5,18,8,51,2,03中山區,中山區新生北路1段與市民大道2段口,0,1,1,B03,2.0,30.0,3.0,8.0,40.0,4.0,2.0
107,2,8,16,21,2,03中山區,中山區合江街71巷與龍江路口,0,1,1,B03,2.0,61.0,3.0,8.0,50.0,4.0,2.0
107,3,9,8,57,2,03中山區,中山區建國北路3段93巷5弄與建國北路3段113巷口,0,1,1,B01,2.0,60.0,3.0,8.0,50.0,5.0,1.0
107,2,8,22,48,2,03中山區,中山區民生西路與中山北路2段口,0,1,1,B03,2.0,37.0,3.0,6.0,50.0,4.0,1.0
107,1,31,18,30,2,03中山區,中山區建國北路1段23巷與八德路2段137巷口,0,1,1,B03,2.0,38.0,3.0,6.0,0.0,4.0,1.0
107,2,1,8,28,2,03中山區,中山區明水路457號與樂群一路口,0,1,3,B01,2.0,36.0,3.0,6.0,50.0,3.0,2.0
107,2,14,12,13,2,03中山區,中山區民權東路2段與林森北路口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,4.0,1.0
107,3,23,7,30,2,03中山區,中山區長春路與建國北路2段口,0,1,2,B03,2.0,55.0,3.0,8.0,50.0,14.0,9.0
107,3,27,16,35,2,03中山區,中山區松江路162號,0,1,3,B03,2.0,40.0,4.0,8.0,0.0,14.0,9.0
107,4,10,8,40,2,03中山區,中山區濱江街95號,0,2,1,B02,2.0,37.0,3.0,8.0,50.0,14.0,9.0
107,1,30,10,15,2,03中山區,中山區北安路420號,0,1,1,B03,2.0,46.0,3.0,7.0,50.0,15.0,22.0
107,5,24,8,23,2,03中山區,中山區南京東路3段與南京東路3段48巷口,0,1,1,B03,2.0,65.0,3.0,8.0,50.0,14.0,7.0
107,4,18,15,5,2,03中山區,中山區建國北路2段151巷12號,0,1,1,B03,2.0,50.0,3.0,8.0,40.0,14.0,9.0
107,4,7,19,10,2,03中山區,中山區敬業四路與植福路口,0,1,1,B03,2.0,28.0,3.0,8.0,50.0,14.0,9.0
107,4,20,16,3,2,03中山區,中山區明水路與樂群一路口,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,5.0,1.0
107,4,25,15,0,2,03中山區,中山區大佳河濱公園39號停車格前,0,1,1,B03,2.0,23.0,3.0,7.0,40.0,15.0,22.0
107,5,24,8,50,2,03中山區,中山區長安東路1段與長安東路1段52巷口,0,1,1,B03,2.0,29.0,3.0,8.0,50.0,14.0,9.0
107,4,30,8,11,2,03中山區,中山區民權東路2段107號,0,2,1,B03,2.0,62.0,3.0,8.0,50.0,14.0,7.0
107,5,2,21,28,2,03中山區,中山區中山北路2段113號,0,1,1,B01,2.0,73.0,3.0,7.0,50.0,14.0,8.0
107,5,4,21,30,2,03中山區,中山區林森北路與雙城街13巷口,0,1,4,B03,2.0,57.0,3.0,8.0,50.0,3.0,2.0
107,5,21,12,22,2,03中山區,中山區合江街與錦州街口,0,1,2,B03,2.0,29.0,3.0,8.0,50.0,4.0,2.0
107,4,18,7,4,2,03中山區,中山區民權東路2段113巷,0,1,1,B03,2.0,59.0,3.0,8.0,50.0,14.0,9.0
107,6,5,11,37,2,03中山區,中山區建國北路2段與民權東路2段口,0,1,1,B03,2.0,51.0,3.0,8.0,50.0,4.0,1.0
107,5,31,16,35,2,03中山區,中山區長春路89-5號與長春路口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,1.0
107,4,23,8,51,2,03中山區,中山區新生北路3段與民族東路口,0,1,3,B03,2.0,66.0,4.0,8.0,50.0,4.0,1.0
107,4,28,11,3,2,03中山區,中山區民族東路與龍江路口,0,1,2,B03,2.0,69.0,3.0,7.0,50.0,3.0,1.0
107,5,22,22,15,2,03中山區,中山區北安路與崇實路口,0,1,2,B03,2.0,62.0,3.0,7.0,50.0,4.0,1.0
107,6,8,15,2,2,03中山區,中山區南京東路3段與遼寧街口,0,1,1,B03,2.0,27.0,3.0,8.0,50.0,4.0,1.0
107,5,22,21,16,2,03中山區,中山區民族西路與玉門街口,0,1,1,B02,2.0,21.0,3.0,8.0,50.0,3.0,1.0
107,5,24,11,37,2,03中山區,中山區新生北路3段與德惠街口,0,1,2,B03,2.0,62.0,3.0,8.0,50.0,14.0,9.0
107,5,18,9,0,2,03中山區,中山區中山北路1段與長安西路口,0,1,3,B02,2.0,40.0,3.0,8.0,50.0,4.0,2.0
107,5,2,14,35,2,03中山區,中山區民生東路3段與龍江路口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,4.0,2.0
107,5,17,19,42,2,03中山區,中山區樂群一路與基湖路口,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,3.0,1.0
107,5,3,10,13,2,03中山區,中山區民族東路410巷2弄18號停車場出入口,0,1,1,B03,2.0,42.0,3.0,7.0,30.0,14.0,9.0
107,6,3,5,30,2,03中山區,中山區長安東路1段與林森北路口,0,1,2,B03,2.0,25.0,2.0,8.0,50.0,4.0,1.0
107,6,11,21,43,2,03中山區,中山區林森北路與南京東路1段口,0,2,1,B01,2.0,45.0,2.0,7.0,40.0,14.0,8.0
107,6,22,0,25,2,03中山區,中山區長安東路1段與新生北路1段口,0,1,1,B03,2.0,41.0,3.0,7.0,50.0,4.0,1.0
107,4,26,17,50,2,03中山區,中山區北安路759巷2號,0,1,1,B03,2.0,48.0,3.0,8.0,40.0,14.0,9.0
107,5,1,16,3,2,03中山區,中山區民權東路2段16號,0,1,1,B03,2.0,19.0,3.0,7.0,50.0,14.0,9.0
107,5,10,18,28,2,03中山區,中山區北安路與明水路口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,14.0,9.0
107,6,21,21,36,2,03中山區,中山區民權東路1段76號,0,1,2,B03,2.0,50.0,3.0,6.0,50.0,14.0,9.0
107,6,22,5,48,2,03中山區,中山區民生東路1段50號,0,1,1,B03,2.0,26.0,3.0,8.0,50.0,14.0,9.0
107,6,1,19,35,2,03中山區,中山區朱崙街與建國北路1段口,0,2,1,B03,2.0,33.0,3.0,8.0,50.0,3.0,2.0
107,5,12,12,7,2,03中山區,中山區中山北路2段與民生西路口,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,4.0,1.0
107,6,21,9,50,2,03中山區,中山區建國北路2段與南京東路3段口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,4.0,2.0
107,7,16,10,3,2,03中山區,中山區中山北路3段與酒泉街口,0,1,1,B03,2.0,57.0,3.0,8.0,50.0,3.0,2.0
107,7,4,8,29,2,03中山區,中山區南京東路2段146號,0,1,2,B03,2.0,45.0,3.0,8.0,50.0,14.0,7.0
107,5,17,0,13,2,03中山區,中山區建國北路3段85號,0,1,1,B03,2.0,30.0,3.0,7.0,50.0,14.0,9.0
107,9,12,8,16,2,03中山區,中山區市民大道3段209號,0,1,1,B03,2.0,55.0,3.0,8.0,40.0,14.0,9.0
107,5,5,10,25,2,03中山區,中山區樂群一路與敬業三路口,0,1,1,B03,2.0,46.0,3.0,8.0,50.0,3.0,2.0
107,5,16,9,25,2,03中山區,中山區錦西街5巷與民生西路3巷口,0,1,1,B03,2.0,40.0,3.0,8.0,40.0,4.0,1.0
107,6,10,20,35,2,03中山區,中山區中山北路4段與新生高架道口圓山涵洞上新生高,0,1,1,B03,2.0,47.0,3.0,6.0,50.0,4.0,1.0
107,8,21,12,59,2,03中山區,中山區北安路與通北街口,0,1,1,B03,2.0,58.0,3.0,7.0,50.0,3.0,1.0
107,7,17,20,14,2,03中山區,中山區德惠街9-2號與德惠街口,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,3.0,2.0
107,6,21,10,15,2,03中山區,中山區堤頂大道2段與樂群二路口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,4.0,1.0
107,5,18,9,58,2,03中山區,中山區北安路47號,0,3,2,B03,2.0,41.0,2.0,8.0,50.0,14.0,9.0
107,7,13,8,15,2,03中山區,中山區林森北路126號,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,14.0,9.0
107,6,9,17,50,2,03中山區,中山區新生北路2段133巷與中原街口,0,1,2,B03,2.0,53.0,3.0,8.0,40.0,4.0,2.0
107,6,11,16,10,2,03中山區,中山區民生東路1段23巷與民生東路1段口,0,2,1,B03,2.0,27.0,2.0,8.0,50.0,4.0,1.0
107,8,3,7,47,2,03中山區,中山區伊通街與松江路123巷口,0,2,1,B03,2.0,66.0,3.0,8.0,30.0,4.0,1.0
107,6,29,7,30,2,03中山區,中山區大直街2巷與崇實路口,0,2,1,B03,2.0,33.0,3.0,8.0,40.0,3.0,2.0
107,7,2,21,7,2,03中山區,中山區長春路206號,0,1,1,B03,2.0,24.0,3.0,8.0,50.0,14.0,8.0
107,7,9,23,35,2,03中山區,中山區長春路與林森北路口,0,1,2,B03,2.0,35.0,2.0,8.0,50.0,4.0,2.0
107,6,5,22,5,2,03中山區,中山區市民大道3段與復興南路1段口,0,1,1,B03,2.0,33.0,3.0,6.0,40.0,4.0,2.0
107,7,25,8,31,2,03中山區,中山區民族東路12號對面,0,1,1,B03,2.0,49.0,3.0,8.0,50.0,14.0,9.0
107,8,13,19,30,2,03中山區,中山區民族東路410巷22號,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,14.0,9.0
107,11,3,10,45,2,03中山區,中山區復興北路420號,0,1,1,B01,2.0,55.0,3.0,7.0,50.0,11.0,20.0
107,7,26,16,56,2,03中山區,中山區市民高架道往西第433號燈桿,0,1,2,B03,2.0,46.0,2.0,8.0,60.0,10.0,7.0
107,6,14,13,41,2,03中山區,中山區明水路與明水路670巷口,0,1,1,B03,2.0,61.0,3.0,7.0,50.0,4.0,2.0
107,6,29,16,14,2,03中山區,中山區長安西路與長安西路19巷2弄口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,14.0,9.0
107,7,4,19,15,2,03中山區,中山區長春路47號,0,2,1,B01,2.0,65.0,3.0,7.0,50.0,14.0,7.0
107,8,7,10,46,2,03中山區,中山區樂群一路與基湖路口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,3.0,1.0
107,7,2,9,15,2,03中山區,中山區北安路642號,0,1,1,B03,2.0,29.0,3.0,8.0,50.0,14.0,9.0
107,6,20,13,57,2,03中山區,中山區明水路與樂群一路口,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,3.0,1.0
107,6,20,15,40,2,03中山區,中山區復興北路212號,0,1,2,B03,2.0,66.0,3.0,8.0,50.0,14.0,8.0
107,7,7,9,24,2,03中山區,中山區吉林路123巷與民生東路2段90巷口,0,1,1,B03,2.0,54.0,3.0,8.0,30.0,4.0,1.0
107,8,2,8,39,2,03中山區,中山區復興北路514巷與民權東路3段39巷口,0,1,1,B02,2.0,53.0,3.0,8.0,40.0,4.0,1.0
107,8,11,16,7,2,03中山區,中山區北安路569-3號,0,2,4,B03,2.0,43.0,3.0,7.0,50.0,14.0,9.0
107,6,25,20,32,2,03中山區,中山區北安路817號,0,2,2,B03,2.0,48.0,3.0,7.0,50.0,14.0,9.0
107,8,14,7,50,2,03中山區,中山區自強隧道往士林,0,1,1,B03,2.0,40.0,3.0,6.0,50.0,14.0,9.0
107,7,22,12,35,2,03中山區,中山區民權東路2段與新生北路3段口,0,1,2,B03,2.0,41.0,3.0,6.0,50.0,4.0,2.0
107,7,2,17,0,2,03中山區,中山區遼寧街185巷與南京東路3段223巷口,0,1,1,B03,2.0,48.0,3.0,8.0,40.0,4.0,1.0
107,7,14,23,17,2,03中山區,中山區市民大道2段與林森北路口,0,1,1,B03,2.0,27.0,3.0,8.0,50.0,4.0,1.0
107,8,11,8,19,2,03中山區,中山區通北街31巷29號,0,1,2,B03,2.0,47.0,3.0,8.0,40.0,12.0,9.0
107,8,4,15,44,2,03中山區,中山區堤頂大道2段與港墘路口,0,1,1,B03,2.0,33.0,3.0,7.0,50.0,3.0,1.0
107,8,10,18,34,2,03中山區,中山區北安路與北安路630巷口,0,1,1,B03,2.0,51.0,3.0,7.0,50.0,4.0,1.0
107,7,16,10,38,2,03中山區,瑞光路478巷,0,1,2,B03,2.0,44.0,3.0,8.0,50.0,4.0,2.0
107,8,28,16,46,2,03中山區,中山區民生東路2段與吉林路口,0,1,3,B03,2.0,52.0,3.0,7.0,50.0,4.0,1.0
107,7,14,0,10,2,03中山區,中山區北安路518巷與北安路口,0,1,1,B03,2.0,35.0,3.0,7.0,50.0,3.0,1.0
107,6,30,9,40,2,03中山區,中山區民權東路2段與吉林路口,0,1,1,B03,2.0,65.0,3.0,8.0,50.0,4.0,1.0
107,9,15,17,25,2,03中山區,中山區市民大道2段與新生北路1段62巷口,0,1,1,B03,2.0,24.0,3.0,6.0,40.0,4.0,1.0
107,6,23,16,15,2,03中山區,中山區遼寧街與長春路口,0,1,1,B03,2.0,39.0,3.0,7.0,30.0,4.0,2.0
107,8,23,8,35,2,03中山區,中山區吉林路與長春路口,0,2,1,B03,2.0,31.0,3.0,8.0,50.0,4.0,1.0
107,7,14,5,40,2,03中山區,中山區敬業二路與樂群二路口,0,1,1,B02,2.0,28.0,3.0,8.0,50.0,14.0,9.0
107,7,26,16,35,2,03中山區,中山區松江路與建國北路3段口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,4.0,1.0
107,8,28,15,11,2,03中山區,中山區合江街與錦州街口,0,1,1,B03,2.0,51.0,4.0,6.0,0.0,4.0,2.0
107,8,12,10,31,2,03中山區,中山區建國北路3段81號,0,1,2,B03,2.0,53.0,3.0,6.0,50.0,14.0,9.0
107,8,5,10,4,2,03中山區,中山區民生東路2段與建國北路2段口,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,4.0,1.0
107,9,10,16,1,2,03中山區,中山區民權東路3段與龍江路口,0,1,1,B01,2.0,67.0,4.0,6.0,0.0,4.0,2.0
107,9,10,17,55,2,03中山區,中山區建國北路2段22號與建國北路2段口,0,1,1,B03,2.0,34.0,3.0,6.0,50.0,3.0,2.0
107,9,19,14,22,2,03中山區,中山區北安路與敬業三路口,0,2,1,B03,2.0,38.0,2.0,8.0,50.0,4.0,1.0
107,8,3,13,20,2,03中山區,中山區南京東路2段139號,0,3,2,B03,2.0,43.0,2.0,8.0,50.0,14.0,7.0
107,8,3,13,20,2,03中山區,中山區南京東路2段139號,0,3,3,B03,2.0,52.0,2.0,8.0,50.0,14.0,7.0
107,7,29,10,5,2,03中山區,中山區民族東路336號與建國北路3段113巷口(濱江市場停車場入口),0,1,1,B03,2.0,42.0,3.0,8.0,50.0,3.0,1.0
107,8,13,14,17,2,03中山區,中山區長安東路1段30巷與長安東路1段口,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,4.0,1.0
107,8,23,13,0,2,03中山區,中山區南京東路2段176號,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,14.0,9.0
107,9,26,19,40,2,03中山區,中山區松江路223號,0,1,1,B03,2.0,22.0,3.0,6.0,50.0,14.0,9.0
107,8,31,16,10,2,03中山區,中山區敬業四路與北安路口,0,1,1,B03,2.0,66.0,3.0,8.0,50.0,4.0,1.0
107,9,4,8,26,2,03中山區,中山區新生北路1段62巷與新生北路1段口,0,1,2,B03,2.0,49.0,3.0,8.0,50.0,3.0,1.0
107,8,13,10,18,2,03中山區,中山區中山北路2段與南京西路口,0,2,1,B03,2.0,55.0,3.0,8.0,50.0,4.0,1.0
107,8,27,15,25,2,03中山區,中山區中山北路2段20巷1-1號,0,1,1,B03,2.0,37.0,3.0,8.0,40.0,14.0,9.0
107,9,20,12,10,2,03中山區,中山區樂群一路與敬業三路口,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,3.0,1.0
107,9,6,8,45,2,03中山區,中山區中山北路1段與市民大道2段口東側迴轉道,0,1,2,B03,2.0,47.0,3.0,8.0,40.0,3.0,1.0
107,11,14,11,7,2,03中山區,中山區長安東路2段與長安東路2段129巷口,0,1,1,B03,2.0,51.0,3.0,7.0,50.0,4.0,2.0
107,9,4,19,9,2,03中山區,中山區自強隧道北向南大直出口,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,16.0,9.0
107,9,21,9,41,2,03中山區,中山區明水路581巷13弄3號,0,1,1,B02,2.0,59.0,3.0,8.0,30.0,14.0,9.0
107,9,13,9,37,2,03中山區,中山區龍江路與龍江路298巷口,0,1,1,B03,2.0,51.0,3.0,8.0,50.0,3.0,2.0
107,8,31,15,1,2,03中山區,中山區民權東路2段與新生北路2段口,0,2,2,B03,2.0,47.0,3.0,7.0,50.0,4.0,1.0
107,9,1,13,47,2,03中山區,中山區市民大道3段與八德路2段口,0,1,1,B03,2.0,34.0,3.0,7.0,40.0,4.0,2.0
107,9,1,15,54,2,03中山區,中山區市民大道3段與八德路2段口,0,1,1,B03,2.0,60.0,3.0,6.0,40.0,4.0,2.0
107,8,27,19,49,2,03中山區,中山區長安東路1段99號,0,1,2,B03,2.0,60.0,3.0,7.0,50.0,14.0,9.0
107,9,7,13,13,2,03中山區,中山區新生北路3段與農安街口迴轉道,0,1,1,B03,2.0,62.0,3.0,7.0,50.0,3.0,1.0
107,9,1,15,54,2,03中山區,中山區民生東路1段25號,0,1,3,B03,2.0,51.0,3.0,6.0,40.0,14.0,9.0
107,9,2,10,38,2,03中山區,中山區明水路581巷與明水路口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,2.0
107,9,6,5,48,2,03中山區,中山區民權東路3段39巷與復興北路488巷口,0,1,2,B03,2.0,44.0,3.0,8.0,30.0,4.0,2.0
107,8,1,15,0,2,03中山區,中山區建國北路2段與南京東路3段口,0,1,2,B03,2.0,64.0,3.0,8.0,50.0,14.0,9.0
107,9,14,15,5,2,03中山區,中山區德惠街9-1號停車場出入口,0,1,1,B03,2.0,46.0,3.0,8.0,50.0,14.0,9.0
107,8,16,19,30,2,03中山區,中山區中山北路2段90-1號,0,1,2,B03,2.0,51.0,3.0,8.0,50.0,14.0,9.0
107,9,3,6,18,2,03中山區,中山區民權西路與天祥路口,0,1,1,B01,2.0,66.0,3.0,8.0,50.0,4.0,2.0
107,9,18,1,21,2,03中山區,中山區濱江街與復興北路口車行地下道,0,2,1,B03,2.0,35.0,3.0,8.0,50.0,4.0,2.0
107,8,24,16,45,2,03中山區,中山區林森北路與中山北路2段137巷口,0,1,4,B03,2.0,36.0,3.0,7.0,0.0,3.0,2.0
107,9,15,9,50,2,03中山區,中山區敬業三路177巷與敬業三路口,0,1,1,B03,2.0,67.0,3.0,7.0,50.0,3.0,2.0
107,10,16,10,56,2,03中山區,中山區北安路763號,0,1,2,B03,2.0,52.0,3.0,8.0,50.0,15.0,7.0
107,12,28,18,25,2,03中山區,中山區農安街與雙城街口,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,4.0,2.0
107,12,7,20,55,2,03中山區,中山區林森北路107巷62號,0,1,1,B01,2.0,56.0,3.0,8.0,40.0,14.0,9.0
107,12,2,3,20,2,03中山區,中山區新生北路2段與長春路口,0,2,1,B03,2.0,54.0,2.0,8.0,50.0,4.0,1.0
107,12,4,7,51,2,03中山區,中山區北安路與北安路458巷41弄口,0,1,1,B03,2.0,56.0,3.0,8.0,30.0,4.0,1.0
107,11,3,13,27,2,03中山區,中山區民權東路3段與建國北路3段口,0,1,1,B03,2.0,39.0,3.0,7.0,50.0,4.0,1.0
107,11,12,14,41,2,03中山區,中山區建國高架道往北 濱江街匝道前,0,3,2,B03,2.0,36.0,3.0,7.0,70.0,10.0,9.0
107,11,12,14,41,2,03中山區,中山區建國高架道往北 濱江街匝道前,0,3,3,B03,2.0,51.0,3.0,7.0,70.0,10.0,9.0
107,11,7,17,20,2,03中山區,中山區明水路397巷2弄與明水路397巷口,0,1,2,B03,2.0,45.0,3.0,8.0,30.0,4.0,1.0
107,11,9,12,48,2,03中山區,中山區中山北路3段花博公園出入口前,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,14.0,9.0
107,12,13,8,31,2,03中山區,中山區民族東路與林森北路口,0,1,1,B03,2.0,31.0,3.0,8.0,50.0,3.0,2.0
107,11,11,21,30,2,03中山區,中山區中山北路4段與新生高架道口圓山入口,0,2,2,B02,2.0,41.0,3.0,8.0,50.0,3.0,1.0
107,11,22,15,18,2,03中山區,中山區林森北路與林森北路557巷口,0,1,1,B03,2.0,38.0,3.0,7.0,50.0,4.0,1.0
107,11,21,13,42,2,03中山區,中山區中山北路2段與民權西路口,0,1,1,B02,2.0,33.0,3.0,8.0,50.0,4.0,2.0
107,11,30,8,5,2,03中山區,中山區濱江街250號前,0,1,1,B03,2.0,63.0,3.0,8.0,50.0,14.0,9.0
107,12,10,17,40,2,03中山區,中山區松江路101號,0,1,1,B03,2.0,59.0,3.0,8.0,50.0,14.0,9.0
107,12,12,21,44,2,03中山區,中山區中山北路2段41號,0,2,3,B01,2.0,46.0,3.0,8.0,50.0,14.0,9.0
107,12,18,6,48,2,03中山區,中山區濱江街335號,0,1,1,B03,2.0,58.0,2.0,8.0,50.0,14.0,9.0
107,12,23,9,50,2,03中山區,中山區北安路630巷與北安路630巷9弄口,0,2,2,B03,2.0,22.0,2.0,6.0,30.0,4.0,1.0
107,11,28,15,23,2,03中山區,中山區林森北路582號,0,2,1,B03,2.0,61.0,3.0,7.0,50.0,14.0,9.0
107,12,21,23,10,2,03中山區,中山區明水路458巷與大直橋口橋下,0,1,1,B03,2.0,62.0,3.0,8.0,50.0,3.0,1.0
107,12,17,21,0,2,03中山區,中山區南京西路23巷,0,1,1,B03,2.0,28.0,4.0,7.0,30.0,13.0,9.0
107,12,7,16,49,2,03中山區,中山區長安東路2段與建國北路1段口,0,2,1,B03,2.0,43.0,3.0,7.0,50.0,4.0,2.0
107,12,29,21,25,2,03中山區,中山區林森北路與中山北路2段39巷口,0,1,1,B03,2.0,23.0,3.0,7.0,50.0,4.0,2.0
107,12,27,11,18,2,03中山區,中山區北安路480號,0,1,1,B02,2.0,42.0,3.0,7.0,50.0,14.0,9.0
107,12,18,8,6,2,03中山區,中山區濱江街5號,0,1,2,B03,2.0,45.0,3.0,7.0,50.0,14.0,9.0
107,10,2,15,19,2,03中山區,中山區復興北路64號,0,1,2,B03,2.0,52.0,3.0,8.0,50.0,14.0,9.0
107,12,29,9,49,2,03中山區,中山區濱江街99號,0,1,1,B03,2.0,62.0,3.0,7.0,50.0,14.0,9.0
107,12,11,14,20,2,03中山區,中山區市民高架道往西新生匝道,0,1,1,B03,2.0,41.0,3.0,7.0,40.0,14.0,9.0
107,12,11,14,20,2,03中山區,中山區市民高架道往西新生匝道,0,1,2,B03,2.0,59.0,2.0,7.0,40.0,14.0,9.0
107,12,31,12,15,2,03中山區,中山區南京西路與南京西路23巷口,0,1,1,B03,2.0,61.0,3.0,7.0,0.0,4.0,1.0
107,9,26,13,5,2,03中山區,中山區民權東路1段與林森北路口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,4.0,2.0
107,10,15,15,15,2,03中山區,中山區林森北路與新生北路2段60巷口,0,1,1,B03,2.0,25.0,3.0,7.0,50.0,3.0,2.0
107,11,10,16,40,2,03中山區,中山區新生北路2段131號,0,2,2,B03,2.0,34.0,3.0,8.0,50.0,14.0,9.0
107,10,24,10,5,2,03中山區,中山區民權東路2段與松江路口,0,1,2,B03,2.0,35.0,3.0,7.0,50.0,4.0,2.0
107,10,30,17,35,2,03中山區,中山區復興北路152號,0,1,2,B03,2.0,31.0,3.0,7.0,50.0,14.0,9.0
107,10,17,11,40,2,03中山區,中山區林森北路與錦州街口,0,1,1,B03,2.0,56.0,3.0,6.0,50.0,4.0,1.0
107,10,18,16,53,2,03中山區,中山區長安東路3段與建國北路1段口,0,1,1,B03,2.0,61.0,3.0,8.0,50.0,4.0,1.0
107,10,26,23,40,2,03中山區,中山區植福路與敬業四路口,0,1,1,B03,2.0,26.0,3.0,7.0,50.0,4.0,2.0
107,11,24,16,12,2,03中山區,中山區龍江路與遼寧街128巷口,0,1,1,B03,2.0,33.0,3.0,8.0,40.0,4.0,1.0
107,11,24,17,57,2,03中山區,中山區松江路251號,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,14.0,9.0
107,11,21,7,42,2,03中山區,中山區錦州街與龍江路口,0,1,1,B03,2.0,62.0,3.0,8.0,50.0,4.0,1.0
107,11,27,14,6,2,03中山區,中山區中山北路1段110-4號,0,1,2,B03,2.0,51.0,3.0,8.0,50.0,14.0,9.0
107,11,5,8,19,2,03中山區,中山區北安路269號對面,0,1,1,B03,2.0,29.0,3.0,6.0,50.0,14.0,9.0
107,11,1,8,35,2,03中山區,中山區南京東路3段70號,0,1,2,B03,2.0,51.0,3.0,6.0,50.0,14.0,7.0
107,10,25,16,38,2,03中山區,中山區南京東路3段與南京東路3段194巷口,0,1,1,B03,2.0,51.0,3.0,7.0,50.0,14.0,7.0
107,10,22,16,12,2,03中山區,中山區北安路630巷與北安路630巷9弄口,0,1,2,B03,2.0,27.0,2.0,7.0,40.0,4.0,1.0
107,10,28,17,0,2,03中山區,中山區民權西路與天祥路口(息事重啟),0,2,1,B03,2.0,21.0,3.0,7.0,50.0,4.0,1.0
107,11,15,11,40,2,03中山區,中山區松江路與民權東路2段口,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,14.0,9.0
107,11,18,18,23,2,03中山區,中山區合江街與合江街70巷口,0,1,1,B03,2.0,58.0,3.0,8.0,50.0,4.0,2.0
107,9,2,17,3,2,03中山區,中山區樂群三路美麗華旁,0,2,1,B03,2.0,51.0,3.0,8.0,50.0,14.0,7.0
107,9,7,18,25,2,03中山區,中山區中山北路1段35號,0,1,1,B03,2.0,35.0,3.0,6.0,50.0,14.0,9.0
107,9,18,22,19,2,03中山區,中山區農安街152號,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,14.0,9.0
107,9,5,10,25,2,03中山區,中山區南京東路3段與建國北路2段口,0,2,1,B03,2.0,56.0,3.0,8.0,50.0,4.0,2.0
107,9,6,7,11,2,03中山區,中山區長春路258巷與龍江路132巷口,0,1,2,B03,2.0,61.0,3.0,8.0,40.0,4.0,1.0
107,8,24,13,58,2,03中山區,中山區吉林路與長安東路2段口,0,1,1,B03,2.0,70.0,4.0,7.0,0.0,5.0,1.0
107,10,15,9,0,2,03中山區,中山區長安東路1段與天津街口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
107,9,15,18,45,2,03中山區,中山區民生東路1段70巷與民生東路1段口,0,1,2,B03,2.0,39.0,3.0,6.0,50.0,4.0,2.0
107,9,27,11,9,2,03中山區,中山區建國北路1段與南京東路3段口,0,1,1,B03,2.0,22.0,3.0,8.0,50.0,14.0,9.0
107,10,2,11,45,2,03中山區,中山區大直橋南往北,0,1,1,B03,2.0,61.0,3.0,8.0,50.0,8.0,9.0
107,10,7,8,51,2,03中山區,中山區堤頂大道2段與瑞光路478巷口,0,1,1,B03,2.0,63.0,3.0,7.0,50.0,4.0,1.0
