發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
106,3,24,9,20,2,11南港區,南港區中坡南路與玉成街166巷口,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,4.0,1.0
106,5,2,12,30,2,11南港區,南港區重陽路57巷與向陽路162巷口,0,1,1,B03,2.0,44.0,3.0,8.0,0.0,4.0,1.0
106,5,2,12,30,2,11南港區,南港區重陽路57巷與向陽路162巷口,0,1,2,B03,2.0,39.0,2.0,8.0,0.0,4.0,1.0
106,5,2,12,30,2,11南港區,南港區重陽路57巷與向陽路162巷口,0,1,3,B03,2.0,25.0,4.0,8.0,0.0,4.0,1.0
106,1,4,9,51,2,11南港區,南港區研究院路2段7-2號前,0,2,2,B03,2.0,36.0,3.0,8.0,50.0,14.0,9.0
106,2,10,13,59,2,11南港區,南港區重陽路39巷口,0,2,1,B03,2.0,56.0,3.0,8.0,50.0,4.0,1.0
106,12,12,19,6,2,11南港區,南港區重陽路187巷與重陽路口中視前,0,1,1,B01,2.0,66.0,3.0,6.0,50.0,3.0,1.0
106,4,22,15,40,2,11南港區,南港區南港路2段51號與南港路2段口,0,1,1,B03,2.0,36.0,3.0,7.0,50.0,3.0,2.0
106,4,22,15,40,2,11南港區,南港區南港路2段51號與南港路2段口,0,1,3,B03,2.0,36.0,3.0,7.0,50.0,3.0,2.0
106,3,10,8,20,2,11南港區,南港區松河街與成功路1段94巷口,0,2,1,B03,2.0,34.0,2.0,6.0,40.0,3.0,1.0
106,3,16,14,50,2,11南港區,南港區南港路1段與興中路口,0,1,1,B03,2.0,52.0,3.0,6.0,50.0,4.0,2.0
106,4,26,20,0,2,11南港區,南港區中坡北路與松河街口,0,1,1,B03,2.0,31.0,3.0,6.0,50.0,3.0,2.0
106,4,20,21,33,2,11南港區,南港區南港路3段270號與南港路3段口,0,2,2,B03,2.0,40.0,3.0,8.0,50.0,5.0,2.0
106,3,23,23,20,2,11南港區,南港區南港路3段與成美橋口橋頭,0,1,1,B03,2.0,59.0,3.0,7.0,50.0,5.0,2.0
106,4,14,18,15,2,11南港區,南港區忠孝東路7段581號,0,1,2,B03,2.0,34.0,3.0,7.0,50.0,14.0,7.0
106,1,18,11,35,2,11南港區,南港區忠孝東路6段297號,0,1,2,B03,2.0,32.0,3.0,8.0,50.0,4.0,2.0
106,4,26,15,25,2,11南港區,南港區研究院路2段61巷1弄與研究院路2段61巷口中研院前,0,1,2,B03,2.0,59.0,3.0,8.0,50.0,4.0,2.0
106,1,23,19,37,2,11南港區,南港區市民大道7段與昆陽街口,0,1,3,B03,2.0,35.0,3.0,8.0,50.0,4.0,2.0
106,1,25,12,30,2,11南港區,南港區三重路19-12號,0,1,1,B03,2.0,56.0,3.0,7.0,50.0,14.0,9.0
106,2,27,10,25,2,11南港區,南港區忠孝東路6段297號,0,1,1,B03,2.0,58.0,3.0,7.0,50.0,4.0,1.0
106,1,9,18,20,2,11南港區,南港區研究院路3段2巷,0,1,1,B03,2.0,43.0,3.0,8.0,40.0,3.0,2.0
106,5,8,10,51,2,11南港區,南港區研究院路1段與研究院路1段151巷口,0,2,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
106,1,17,12,33,2,11南港區,南港區興華路與市民大道8段口,0,1,1,B03,2.0,32.0,3.0,8.0,50.0,3.0,1.0
106,1,10,12,48,2,11南港區,內湖區民權東路6段280巷75號,0,2,1,B03,2.0,42.0,3.0,8.0,40.0,14.0,9.0
106,4,3,14,50,2,11南港區,南港區忠孝東路6段與中坡北路口,0,1,1,B02,2.0,37.0,3.0,8.0,50.0,4.0,1.0
106,5,4,13,20,2,11南港區,南港區八德路4段與玉成街口,0,1,2,B03,2.0,26.0,3.0,8.0,0.0,4.0,1.0
106,4,12,8,58,2,11南港區,南港區研究院路2段130號與研究院路2段口,0,1,1,B03,2.0,50.0,3.0,6.0,50.0,3.0,1.0
106,4,25,12,41,2,11南港區,南港區市民大道8段與興中路口,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,4.0,2.0
106,5,12,7,1,2,11南港區,南港區忠孝東路7段011燈桿,0,2,2,B03,2.0,25.0,3.0,8.0,50.0,14.0,7.0
106,5,29,11,50,2,11南港區,南港區南港路1段與港東街口,0,1,1,B03,2.0,30.0,3.0,7.0,50.0,3.0,2.0
106,6,7,18,58,2,11南港區,南港區成功路1段36巷與松河街口,0,1,2,B01,2.0,54.0,3.0,7.0,30.0,3.0,2.0
106,7,11,12,16,2,11南港區,南港區忠孝東路7段415巷與忠孝東路7段口,0,1,1,B03,2.0,36.0,3.0,8.0,40.0,3.0,1.0
106,11,24,20,51,2,11南港區,南港區向陽路162巷與重陽路39巷口,0,1,2,B02,2.0,44.0,3.0,7.0,50.0,4.0,1.0
106,3,27,17,35,2,11南港區,南港區興中路與忠孝東路7段口口,0,1,1,B03,2.0,69.0,3.0,8.0,50.0,3.0,1.0
106,5,1,8,45,2,11南港區,南港區成福路與東新街80巷10弄口口,0,1,2,B03,2.0,46.0,3.0,8.0,50.0,4.0,1.0
106,4,20,20,48,2,11南港區,南港區成福路107巷與成福路口口(玉成公園停車場入口),0,1,2,B03,2.0,48.0,3.0,8.0,50.0,3.0,1.0
106,6,23,20,20,2,11南港區,南港區向陽路258巷西向東25號停車格,0,1,1,B03,2.0,30.0,3.0,8.0,40.0,11.0,9.0
106,4,26,19,8,2,11南港區,南港區昆陽街152巷與昆陽街口,0,1,1,B03,2.0,45.0,3.0,7.0,50.0,3.0,2.0
106,5,3,0,55,2,11南港區,南港區忠孝東路5段與玉成街口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,4.0,2.0
106,5,26,23,0,2,11南港區,南港區研究院路1段101巷,0,2,1,B03,2.0,41.0,3.0,8.0,50.0,4.0,1.0
106,5,1,23,0,2,11南港區,南港區經貿一路與經貿二路105巷口,0,2,2,B03,2.0,53.0,2.0,8.0,50.0,3.0,2.0
106,5,1,23,0,2,11南港區,南港區經貿一路與經貿二路105巷口,0,2,3,B02,2.0,37.0,3.0,8.0,50.0,3.0,2.0
106,6,9,13,48,2,11南港區,南港區研究院路2段與舊莊街1段口,0,1,2,B03,2.0,68.0,3.0,8.0,50.0,3.0,2.0
106,7,11,17,16,2,11南港區,南港區南港路1段與興中路口口,0,1,1,B03,2.0,31.0,3.0,8.0,50.0,4.0,1.0
106,9,10,21,25,2,11南港區,南港區東新街108巷與東新街118巷口成德國中,0,2,1,B03,2.0,43.0,2.0,8.0,30.0,4.0,1.0
106,8,9,17,45,2,11南港區,南港區南港路1段49號,0,1,1,B03,2.0,62.0,3.0,8.0,50.0,14.0,9.0
106,7,21,8,40,2,11南港區,南港區松河街與向陽路口成功橋下,0,1,2,B03,2.0,43.0,3.0,8.0,50.0,3.0,1.0
106,8,1,17,45,2,11南港區,南港區成福路149巷10弄,0,1,2,B03,2.0,43.0,3.0,8.0,50.0,13.0,9.0
106,8,16,8,29,2,11南港區,南港區向陽路162巷與重陽路39巷口,0,2,1,B03,2.0,38.0,2.0,8.0,50.0,4.0,1.0
106,8,2,8,21,2,11南港區,南港區忠孝東路6段278巷與忠孝東路6段口,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,3.0,1.0
106,8,14,12,37,2,11南港區,南港區重陽路423巷與重陽路口育成高中前,0,2,1,B03,2.0,44.0,2.0,8.0,50.0,3.0,1.0
106,8,15,8,30,2,11南港區,南港區研究院路2段101巷與橫科路口口前,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,8.0,9.0
106,7,7,15,55,2,11南港區,南港區南港路2段86巷與南港路2段口口,0,1,1,B03,2.0,45.0,3.0,7.0,50.0,3.0,2.0
106,7,30,16,10,2,11南港區,南港區環東大道第317號路燈前,0,1,1,B03,2.0,49.0,3.0,8.0,80.0,15.0,7.0
106,7,27,22,0,2,11南港區,南港區市民大道8段與向陽路口,0,2,1,B03,2.0,22.0,3.0,8.0,50.0,4.0,1.0
106,8,30,16,20,2,11南港區,南港區三重路與新民街口口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,4.0,2.0
106,8,28,20,50,2,11南港區,南港區福德街南港公園旁160號停車格,0,1,3,B03,2.0,44.0,3.0,8.0,30.0,11.0,9.0
106,9,13,7,40,2,11南港區,南港區南港路2段與南港路2段41巷口口,0,1,2,B03,2.0,32.0,3.0,6.0,50.0,3.0,1.0
106,9,12,10,2,2,11南港區,南港區成美橋與南港路3段口口,0,2,2,B03,2.0,39.0,3.0,8.0,50.0,5.0,2.0
106,8,15,6,55,2,11南港區,南港區舊莊街1段100號,0,1,1,B03,2.0,57.0,3.0,8.0,40.0,14.0,9.0
106,10,21,21,56,2,11南港區,南港區八德路4段與中坡北路口,0,1,1,B03,2.0,47.0,3.0,8.0,50.0,4.0,1.0
106,10,13,9,43,2,11南港區,南港區忠孝東路6段捷運昆陽站公車站,0,2,4,B03,2.0,37.0,3.0,6.0,50.0,14.0,9.0
106,12,26,14,35,2,11南港區,南港區南港路2段60巷與南港路2段口口,0,1,1,B03,2.0,32.0,3.0,7.0,50.0,3.0,1.0
106,12,13,16,10,2,11南港區,南港區南港路1段與興中路口口,0,1,1,B03,2.0,28.0,3.0,6.0,50.0,4.0,1.0
106,12,15,18,30,2,11南港區,南港區研究院路2段與福山街口口,0,1,1,B03,2.0,36.0,3.0,7.0,50.0,4.0,1.0
106,9,20,8,54,2,11南港區,南港區市民大道8段與研究院路1段口,0,1,1,B03,2.0,43.0,2.0,8.0,50.0,4.0,1.0
106,9,22,17,5,2,11南港區,南港區重陽路221號,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,14.0,9.0
106,12,15,7,40,2,11南港區,南港區研究院路2段5號,0,1,1,B03,2.0,60.0,3.0,8.0,50.0,14.0,9.0
106,11,19,17,55,2,11南港區,南港區東新街與市民大道7段口,0,1,1,B03,2.0,32.0,3.0,6.0,50.0,4.0,1.0
106,11,28,18,5,2,11南港區,南港區向陽路150號與重陽路口,0,2,2,B03,2.0,39.0,2.0,8.0,50.0,4.0,2.0
106,6,28,12,0,2,11南港區,南港區南港路2段86巷口,0,1,2,B03,2.0,29.0,3.0,8.0,0.0,4.0,1.0
106,8,14,23,20,2,11南港區,南港區中南街121號與中南街口,0,2,1,B03,2.0,42.0,3.0,8.0,40.0,4.0,1.0
106,9,14,16,37,2,11南港區,南港區忠孝東路6段與昆陽街口,0,1,1,B03,2.0,60.0,3.0,7.0,50.0,4.0,1.0
106,10,2,6,25,2,11南港區,南港區南港路1段與經貿一路口,0,1,2,B03,2.0,30.0,3.0,8.0,50.0,3.0,1.0
106,7,3,8,11,2,11南港區,南港區福德街383號,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,11.0,9.0
106,7,14,10,0,2,11南港區,南港區南港路1段180號前,0,1,2,B01,2.0,66.0,3.0,8.0,50.0,14.0,9.0
106,7,6,8,20,2,11南港區,南港區成功路1段與成功路1段口臨37號前,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,3.0,2.0
106,9,22,14,25,2,11南港區,南港區忠孝東路7段(東向西095燈桿),0,2,1,B03,2.0,19.0,3.0,8.0,50.0,14.0,8.0
106,11,23,20,22,2,11南港區,南港區忠孝東路5段與中坡南路口口,0,1,2,B03,2.0,47.0,3.0,7.0,50.0,4.0,1.0
106,7,7,8,45,2,11南港區,南港區成美橋與東新街口玉成抽水站旁,0,1,1,B03,2.0,63.0,3.0,8.0,50.0,3.0,2.0
106,7,31,19,3,2,11南港區,南港區經貿二路105巷與經貿二路口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
106,7,3,11,35,2,11南港區,南港區舊莊街1段53號,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,14.0,9.0
106,7,17,8,2,2,11南港區,南港區忠孝東路6段9巷,0,1,2,B03,2.0,40.0,3.0,8.0,50.0,14.0,9.0
106,5,31,10,58,2,11南港區,南港區研究院路1段101巷,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,4.0,1.0
106,11,1,12,30,2,11南港區,南港區研究院路3段與研究院路3段203巷口,0,1,2,B03,2.0,47.0,3.0,7.0,50.0,4.0,2.0
106,9,6,18,20,2,11南港區,南港區三重路南往北第10號燈桿前,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,14.0,9.0
106,12,7,11,28,2,11南港區,南港區東新街170巷31號,0,2,1,B03,2.0,36.0,3.0,6.0,50.0,13.0,9.0
106,10,19,7,25,2,11南港區,南港區富康街26號對面,0,2,1,B03,2.0,46.0,2.0,6.0,50.0,14.0,9.0
106,11,9,22,30,2,11南港區,南港區忠孝東路6段與東新街口,0,1,1,B03,2.0,51.0,3.0,8.0,50.0,4.0,1.0
106,10,20,14,46,2,11南港區,南港區忠孝東路6段與永吉路口口,0,2,1,B03,2.0,38.0,3.0,7.0,50.0,4.0,1.0
106,10,21,10,5,2,11南港區,南港區忠孝東路6段465號,0,1,1,B03,2.0,41.0,3.0,6.0,40.0,14.0,9.0
106,11,22,17,55,2,11南港區,南港區昆陽街與昆陽街152巷口,0,2,1,B03,2.0,41.0,3.0,7.0,40.0,3.0,1.0
106,12,9,0,30,2,11南港區,南港區三重路69號,0,1,1,B03,2.0,25.0,3.0,7.0,50.0,14.0,9.0
106,12,2,16,15,2,11南港區,南港區重陽路39巷與向陽路196巷口,0,1,2,B03,2.0,37.0,3.0,6.0,30.0,4.0,1.0
106,12,15,7,5,2,11南港區,南港區重陽路166巷與重陽路口,0,1,1,B03,2.0,51.0,3.0,8.0,50.0,4.0,1.0
106,11,18,9,10,2,11南港區,南港區忠孝東路6段與玉成街口口,0,1,1,B03,2.0,47.0,3.0,7.0,50.0,5.0,1.0
106,1,14,21,30,2,07信義區,信義區忠孝東路4段捷運站5號出口旁,0,2,3,B03,2.0,37.0,3.0,8.0,50.0,14.0,9.0
106,2,3,13,30,2,07信義區,信義區信義路5段與松德路口,0,2,1,B03,2.0,57.0,3.0,8.0,50.0,4.0,1.0
106,1,16,17,27,2,07信義區,信義區吳興街156巷65弄與吳興街220巷59弄口,0,1,1,B03,2.0,53.0,3.0,7.0,30.0,4.0,1.0
106,1,21,18,50,2,07信義區,信義區松山路292巷與松山路口,0,1,1,B03,2.0,30.0,3.0,7.0,50.0,3.0,2.0
106,2,23,18,0,2,07信義區,信義區市府路與松壽路口,0,3,2,B03,2.0,28.0,3.0,7.0,50.0,4.0,1.0
106,2,6,14,20,2,07信義區,信義區基隆路汽機車混合地下道北向南入口,0,1,1,B03,2.0,53.0,3.0,8.0,50.0,14.0,9.0
106,1,6,4,1,2,07信義區,信義區忠孝東路5段與中坡南路口口,0,1,1,B03,2.0,58.0,3.0,8.0,50.0,4.0,1.0
106,1,4,17,54,2,07信義區,信義區市民大道5段與基隆路1段口,0,1,1,B03,2.0,56.0,3.0,8.0,0.0,4.0,1.0
106,2,19,10,27,2,07信義區,信義區信義路5段150巷與松平路口,0,1,1,B03,2.0,63.0,3.0,8.0,40.0,14.0,9.0
106,1,28,0,2,2,07信義區,信義區忠孝東路5段與中坡南路口口,0,1,1,B03,2.0,66.0,2.0,6.0,0.0,4.0,1.0
106,1,16,21,15,2,07信義區,信義區永吉路與虎林街口,0,1,1,B03,2.0,50.0,3.0,8.0,50.0,4.0,1.0
106,1,18,21,40,2,07信義區,信義區市民高架道接環東大道,0,1,2,B03,2.0,46.0,3.0,8.0,80.0,10.0,9.0
106,1,2,15,10,2,07信義區,信義區基隆路2段與嘉興街口,0,2,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,2.0
106,1,25,9,22,2,07信義區,信義區松智路29巷,0,1,1,B03,2.0,31.0,3.0,7.0,50.0,3.0,1.0
106,1,23,15,22,2,07信義區,信義區永吉路30巷與市民高架道口,0,1,1,B03,2.0,44.0,3.0,7.0,40.0,4.0,1.0
106,1,11,9,25,2,07信義區,信義區松仁路184號對面,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,14.0,9.0
106,2,22,14,7,2,07信義區,信義區松壽路20巷旁,0,1,1,B03,2.0,53.0,4.0,6.0,50.0,4.0,2.0
106,3,2,21,0,2,07信義區,信義區市府路與松壽路口,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,4.0,1.0
106,2,14,9,21,2,07信義區,信義區基隆路1段與基隆路1段102巷口,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,4.0,1.0
106,3,31,19,0,2,07信義區,信義區嘉興街127巷,0,1,1,B01,2.0,43.0,3.0,6.0,40.0,3.0,2.0
106,5,19,11,35,2,07信義區,信義區吳興街284巷28弄與吳興街284巷30弄口口,0,1,1,B03,2.0,32.0,3.0,7.0,40.0,3.0,1.0
106,4,11,7,40,2,07信義區,信義區松信路37號,0,1,2,B03,2.0,59.0,3.0,6.0,40.0,3.0,2.0
106,1,20,9,58,2,07信義區,信義區松隆路4號前,0,1,1,B03,2.0,65.0,3.0,7.0,50.0,3.0,1.0
106,1,19,17,30,2,07信義區,信義區信義路5段17號旁,0,1,1,B03,2.0,47.0,3.0,8.0,50.0,3.0,1.0
106,1,25,19,45,2,07信義區,信義區松高路與忠孝東路5段22巷口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,3.0,1.0
106,1,26,18,30,2,07信義區,信義區松仁路28號,0,1,1,B03,2.0,51.0,3.0,8.0,50.0,3.0,1.0
106,1,27,18,13,2,07信義區,信義區忠孝東路5段295巷,0,1,3,B03,2.0,25.0,3.0,8.0,50.0,3.0,1.0
106,2,27,15,52,2,07信義區,信義區松智路與松廉路口,0,1,2,B03,2.0,51.0,2.0,8.0,50.0,14.0,9.0
106,1,30,0,49,2,07信義區,信義區忠孝東路5段與松山路口口,0,1,2,B03,2.0,41.0,3.0,7.0,50.0,4.0,1.0
106,4,13,3,1,2,07信義區,信義區信義路5段與松智路口,0,1,1,B01,2.0,36.0,3.0,6.0,50.0,4.0,1.0
106,2,20,15,40,2,07信義區,信義區莊敬路325巷2號,0,1,1,B03,2.0,71.0,3.0,8.0,50.0,14.0,9.0
106,3,1,15,0,2,07信義區,信義區永吉路30巷167弄,0,1,2,B03,2.0,34.0,3.0,8.0,40.0,4.0,1.0
106,3,18,20,46,2,07信義區,信義區信義路5段與莊敬路口,0,1,1,B03,2.0,31.0,3.0,7.0,50.0,4.0,1.0
106,3,27,12,43,2,07信義區,信義區和平東路3段631巷22號旁,0,1,1,B03,2.0,25.0,3.0,8.0,40.0,12.0,9.0
106,2,23,14,48,2,07信義區,信義區忠孝東路5段22巷與松高路口口,0,1,3,B03,2.0,48.0,3.0,8.0,50.0,3.0,1.0
106,2,10,22,5,2,07信義區,信義區松仁路169號,0,2,1,B03,2.0,35.0,3.0,8.0,50.0,14.0,7.0
106,2,12,12,40,2,07信義區,信義區松高路與逸仙路口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,2.0
106,2,16,9,55,2,07信義區,信義區市民大道6段與松隆路329巷口,0,1,1,B03,2.0,54.0,3.0,8.0,40.0,3.0,1.0
106,4,10,20,19,2,07信義區,信義區市民高架道東向西184號燈桿,0,1,3,B03,2.0,40.0,3.0,8.0,80.0,10.0,9.0
106,3,17,12,52,2,07信義區,信義區莊敬路6巷與莊敬路口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,4.0,1.0
106,4,9,14,45,2,07信義區,信義區市民大道6段與松山路口,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,4.0,1.0
106,4,10,11,45,2,07信義區,信義區大道路與福德街口,0,1,1,B01,2.0,57.0,3.0,8.0,50.0,4.0,1.0
106,4,27,15,50,2,07信義區,信義區忠孝東路5段236巷57弄與松德路168巷12弄口內,0,1,1,B03,2.0,29.0,3.0,6.0,30.0,3.0,1.0
106,3,15,12,45,2,07信義區,信義區吳興街512巷與吳興街口,0,1,1,B03,2.0,28.0,3.0,7.0,40.0,4.0,1.0
106,2,27,19,0,2,07信義區,信義區福德街與松山路口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,14.0,9.0
106,3,2,8,12,2,07信義區,信義區忠孝東路4段與光復南路口,0,1,1,B03,2.0,33.0,3.0,7.0,50.0,4.0,1.0
106,2,21,15,13,2,07信義區,信義區松仁路與松勤街口,0,1,1,B03,2.0,39.0,3.0,8.0,50.0,4.0,1.0
106,3,10,18,33,2,07信義區,信義區林口街72號,0,1,2,B03,2.0,39.0,3.0,6.0,50.0,3.0,2.0
106,3,12,10,29,2,07信義區,信義區福德街221巷與福德街251巷14弄口,0,1,2,B03,2.0,52.0,3.0,8.0,30.0,3.0,1.0
106,3,13,8,54,2,07信義區,信義區松仁路與忠孝東路5段236巷2弄口,0,1,1,B02,2.0,36.0,3.0,8.0,50.0,3.0,1.0
106,4,25,6,55,2,07信義區,信義區莊敬路380號,0,2,2,B02,2.0,50.0,3.0,8.0,50.0,14.0,8.0
106,3,8,15,10,2,07信義區,信義區林口街38巷與福德街84巷口,0,1,1,B03,2.0,39.0,3.0,8.0,40.0,4.0,1.0
106,2,23,19,15,2,07信義區,信義區基隆路1段147巷5弄與基隆路1段147巷口,0,1,1,B03,2.0,45.0,3.0,7.0,30.0,4.0,1.0
106,3,22,17,58,2,07信義區,信義區和平東路3段303號與安居街口口,0,1,1,B03,2.0,63.0,3.0,7.0,50.0,3.0,1.0
106,3,8,11,50,2,07信義區,信義區基隆路1段153號,0,2,4,B03,2.0,41.0,3.0,7.0,50.0,14.0,9.0
106,3,8,10,20,2,07信義區,信義區逸仙路38號,0,1,1,B03,2.0,21.0,3.0,6.0,50.0,3.0,2.0
106,3,17,20,0,2,07信義區,信義區忠孝東路5段與虎林街口,0,1,1,B03,2.0,29.0,3.0,8.0,50.0,4.0,1.0
106,3,22,19,31,2,07信義區,信義區嘉興街181巷口,0,1,2,B03,2.0,30.0,3.0,6.0,50.0,3.0,2.0
106,3,17,22,8,2,07信義區,信義區忠孝東路5段與基隆路1段口,0,1,2,B03,2.0,46.0,3.0,7.0,50.0,4.0,2.0
106,4,18,9,9,2,07信義區,信義區信義路4段389號,0,1,1,B03,2.0,36.0,3.0,7.0,50.0,14.0,9.0
106,3,5,9,40,2,07信義區,信義區基隆路2段66號,0,1,2,B03,2.0,36.0,3.0,8.0,50.0,14.0,9.0
106,4,7,17,11,2,07信義區,信義區松隆路161號永吉國中大門旁,0,1,2,B03,2.0,44.0,3.0,8.0,50.0,14.0,9.0
106,3,20,9,40,2,07信義區,信義區忠孝東路4段553巷口,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,4.0,2.0
106,3,12,11,40,2,07信義區,信義區基隆路2段71號前,0,1,2,B03,2.0,48.0,3.0,8.0,50.0,14.0,9.0
106,4,24,16,46,2,07信義區,信義區忠孝東路4段與基隆路1段口,0,2,1,B03,2.0,36.0,3.0,8.0,50.0,14.0,9.0
106,3,29,8,10,2,07信義區,信義區基隆路1段與基隆路車行地下道口前,0,3,2,B03,2.0,40.0,2.0,8.0,50.0,14.0,9.0
106,5,3,16,45,2,07信義區,信義區市民大道5段與菸廠路口,0,1,1,B03,2.0,47.0,3.0,8.0,50.0,5.0,1.0
106,3,23,15,12,2,07信義區,信義區逸仙路50巷與逸仙路口口,0,2,2,B03,2.0,48.0,3.0,8.0,40.0,3.0,1.0
106,3,28,18,58,2,07信義區,信義區文昌街329號,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,14.0,9.0
106,4,11,10,54,1,07信義區,信義區松隆路300號,1,0,1,B03,2.0,37.0,3.0,6.0,50.0,14.0,9.0
106,4,14,2,26,2,07信義區,信義區林口街與松山路515巷口,0,1,1,B02,2.0,49.0,3.0,6.0,40.0,4.0,1.0
106,4,18,8,8,2,07信義區,信義區忠孝東路5段與基隆路1段口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,4.0,1.0
106,6,15,11,10,2,07信義區,信義區信安街103巷,0,1,1,B02,2.0,23.0,3.0,6.0,50.0,11.0,9.0
106,6,16,6,58,2,07信義區,信義區福德街與中坡南路口,0,1,2,B03,2.0,45.0,3.0,6.0,50.0,3.0,2.0
106,6,21,19,20,2,07信義區,信義區信義路5段與松仁路口,0,1,1,B03,2.0,52.0,3.0,6.0,50.0,4.0,2.0
106,4,27,22,40,2,07信義區,信義區松山路與松德路口,0,1,2,B03,2.0,55.0,3.0,6.0,50.0,4.0,1.0
106,5,2,9,30,2,07信義區,信義區光復南路415巷,0,1,1,B02,2.0,45.0,3.0,8.0,30.0,14.0,9.0
106,4,24,15,45,2,07信義區,信義區松仁路28號,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,14.0,9.0
106,5,9,13,40,2,07信義區,信義區基隆路1段172巷1號,0,1,1,B03,2.0,60.0,3.0,8.0,40.0,3.0,1.0
106,4,19,17,39,2,07信義區,信義區莊敬路378號,0,1,1,B03,2.0,69.0,3.0,7.0,50.0,3.0,2.0
106,4,24,12,1,2,07信義區,信義區莊敬路391巷11弄口,0,1,1,B03,2.0,53.0,3.0,6.0,40.0,3.0,2.0
106,4,25,9,57,2,07信義區,信義區基隆路2段109號,0,2,4,B03,2.0,24.0,3.0,8.0,50.0,14.0,9.0
106,5,10,9,33,2,07信義區,信義區信安街與嘉興街181巷口,0,1,1,B03,2.0,28.0,3.0,8.0,50.0,4.0,2.0
106,5,1,16,30,2,07信義區,信義區基隆路1段與一之六號道路口,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,3.0,1.0
106,5,8,22,16,2,07信義區,信義區松德路與虎林街202巷口口,0,2,2,B03,2.0,28.0,3.0,8.0,50.0,4.0,1.0
106,5,6,6,16,2,07信義區,信義區忠孝東路5段與中坡南路口口,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,4.0,1.0
106,5,30,2,57,2,07信義區,信義區松智路與松壽路口口,0,1,1,B01,2.0,35.0,3.0,8.0,50.0,4.0,1.0
106,5,30,17,58,2,07信義區,信義區基隆路2段與信義路5段口口,0,2,1,B03,2.0,32.0,3.0,6.0,50.0,4.0,1.0
106,4,24,10,1,2,07信義區,信義區忠孝東路5段與松信路口,0,1,1,B02,2.0,22.0,3.0,6.0,50.0,4.0,1.0
106,5,11,20,35,2,07信義區,信義區松勇路與松高路口,0,1,1,B03,2.0,57.0,3.0,8.0,50.0,4.0,2.0
106,5,26,8,55,2,07信義區,信義區忠孝東路4段559巷與基隆路1段172巷口口,0,1,2,B03,2.0,42.0,3.0,7.0,40.0,4.0,1.0
106,8,8,17,50,2,07信義區,信義區松壽路與市府路口口,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,4.0,1.0
106,5,23,10,20,2,07信義區,信義區和平東路3段697-12號,0,1,1,B03,2.0,61.0,3.0,8.0,40.0,11.0,9.0
106,5,24,19,30,2,07信義區,信義區大道路7巷,0,1,2,B03,2.0,37.0,3.0,6.0,50.0,4.0,2.0
106,5,23,17,25,2,07信義區,信義區光復南路與光復南路421巷口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,1.0
106,5,11,12,10,2,07信義區,信義區忠孝東路5段與基隆路1段口,0,1,2,B02,2.0,60.0,2.0,8.0,50.0,4.0,2.0
106,5,19,9,22,2,07信義區,信義區松智路29巷與松智路口,0,1,1,B03,2.0,32.0,3.0,6.0,40.0,3.0,1.0
106,5,19,17,0,2,07信義區,信義區和平東路3段531巷,0,1,1,B03,2.0,44.0,3.0,6.0,40.0,4.0,1.0
106,5,25,14,55,2,07信義區,信義區和平東路3段與安居街口口,0,1,1,B03,2.0,55.0,3.0,8.0,50.0,4.0,1.0
106,6,30,12,0,2,07信義區,信義區富陽街55巷32號,0,1,1,B03,2.0,61.0,3.0,8.0,30.0,4.0,1.0
106,5,15,17,25,2,07信義區,信義區永吉路64號,0,1,1,B03,2.0,31.0,3.0,6.0,50.0,14.0,9.0
