發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
109,9,21,20,8,1,12內湖區,內湖區內湖路1段與內湖路1段360巷口,1,0.0,1,2,H01,8.0,3.0,5.0,50,4.0,2.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,1.0,4.0,5.0,2.0,9.0,1,53.0,1.0,9.0,4.0,5.0,,8.0,20.0,8.0,20.0,10.0,16.0,67.0,23.0,1.0,22.0,9.0,121.570849,25.0814545
109,9,25,19,2,2,08士林區,士林區文林路與文昌路口,0,1.0,0,1,C03,8.0,3.0,5.0,50,5.0,2.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,5.0,5.0,5.0,2.0,13.0,1,64.0,5.0,9.0,1.0,1.0,,7.0,9.0,6.0,10.0,9.0,11.0,23.0,23.0,1.0,22.0,9.0,121.5217094,25.10145149
109,10,13,6,50,1,04大安區,大安區和平東路3段530巷與和平東路3段口,1,0.0,1,2,C03,6.0,1.0,5.0,40,3.0,1.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,7.0,4.0,5.0,1.0,16.0,1,19.0,1.0,3.0,1.0,1.0,,7.0,9.0,1.0,10.0,9.0,14.0,44.0,6.0,1.0,22.0,9.0,121.5612057,25.01536764
109,10,15,14,50,1,06松山區,松山區民生東路4段97巷與民生東路4段口,1,0.0,0,1,H01,7.0,1.0,5.0,50,3.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,1,42.0,1.0,9.0,4.0,1.0,,8.0,18.0,8.0,20.0,10.0,16.0,52.0,52.0,1.0,22.0,9.0,121.5521175,25.05794664
109,10,16,18,24,1,05中正區,中正區忠孝東路1段與天津街口,1,0.0,1,2,C03,7.0,3.0,5.0,50,4.0,1.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,1.0,5.0,5.0,1.0,15.0,1,64.0,1.0,9.0,1.0,1.0,,7.0,9.0,1.0,10.0,11.0,11.0,44.0,25.0,1.0,21.0,8.0,121.5217176,25.04522349
109,10,20,12,4,1,08士林區,士林區東山路25巷81弄83號燈桿,1,0.0,0,1,C04,6.0,1.0,5.0,30,14.0,9.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,10.0,5.0,5.0,1.0,18.0,1,77.0,1.0,1.0,1.0,1.0,,7.0,9.0,1.0,10.0,1.0,11.0,43.0,43.0,1.0,22.0,9.0,121.5424594,25.1187527
109,10,21,5,40,1,04大安區,大安區和平東路1段178號,1,0.0,0,1,C04,6.0,2.0,5.0,50,14.0,7.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,1.0,4.0,4.0,2.0,17.0,2,22.0,1.0,1.0,1.0,1.0,,7.0,7.0,1.0,10.0,6.0,15.0,21.0,21.0,1.0,22.0,9.0,121.5293511,25.02644905
109,10,23,9,48,2,03中山區,中山區建國北路3段與民權東路3段口,0,1.0,0,2,F01,7.0,1.0,5.0,50,4.0,2.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,9.0,4.0,5.0,1.0,17.0,2,72.0,5.0,1.0,4.0,5.0,,7.0,9.0,8.0,20.0,1.0,15.0,23.0,9.0,1.0,22.0,9.0,121.5373142,25.06254296
109,10,23,13,0,1,10文山區,文山區羅斯福路5段與萬盛街口,1,0.0,2,2,H01,6.0,1.0,5.0,50,4.0,1.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,2,67.0,1.0,9.0,4.0,5.0,,8.0,18.0,8.0,20.0,10.0,16.0,52.0,15.0,1.0,22.0,9.0,121.5384688,25.00778424
109,10,25,18,20,1,11南港區,南港區市民大道7段與昆陽街口,1,0.0,1,2,C03,7.0,3.0,5.0,50,4.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,1.0,1.0,4.0,5.0,2.0,15.0,1,24.0,1.0,9.0,1.0,1.0,,7.0,9.0,1.0,10.0,2.0,11.0,13.0,25.0,1.0,22.0,9.0,121.5937382,25.05116924
109,10,28,13,17,2,01大同區,大同區大龍街與民族西路口,0,1.0,0,2,C03,8.0,1.0,5.0,50,4.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,1.0,5.0,4.0,5.0,2.0,16.0,1,82.0,5.0,9.0,3.0,4.0,,7.0,9.0,1.0,10.0,2.0,11.0,43.0,44.0,1.0,22.0,9.0,121.5158653,25.0685862
109,10,29,0,11,2,12內湖區,內湖區港墘路127巷與江南街口,0,1.0,1,2,H01,6.0,3.0,5.0,50,4.0,2.0,1.0,4.0,4.0,5.0,7.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,1,46.0,5.0,1.0,4.0,5.0,,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15.0,1.0,22.0,9.0,121.5776909,25.0774718
109,11,1,11,30,2,07信義區,信義區松仁路95巷20號博愛國小門口,0,1.0,0,1,C03,8.0,1.0,5.0,30,14.0,13.0,1.0,5.0,4.0,5.0,7.0,4.0,4.0,10.0,4.0,5.0,2.0,19.0,1,54.0,5.0,9.0,3.0,4.0,,7.0,9.0,6.0,10.0,2.0,11.0,23.0,23.0,1.0,22.0,9.0,121.5709566,25.0363244
109,11,1,18,5,2,04大安區,大安區建國南路2段39巷與建國南路2段口,0,1.0,0,1,F01,6.0,3.0,5.0,30,3.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,10.0,5.0,5.0,2.0,29.0,1,82.0,5.0,1.0,4.0,1.0,,7.0,5.0,8.0,20.0,9.0,15.0,42.0,42.0,1.0,22.0,9.0,121.5381111,25.03202802
109,11,3,1,30,1,01大同區,大同區重慶北路3段與重慶北路3段120巷口,1,0.0,1,2,H01,6.0,3.0,5.0,50,4.0,1.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,1,79.0,1.0,9.0,4.0,5.0,,8.0,20.0,8.0,20.0,10.0,16.0,52.0,15.0,1.0,22.0,9.0,121.5137961,25.0672546
109,11,7,7,57,1,12內湖區,內湖區潭美街與新明路321巷口,1,0.0,0,2,C03,8.0,1.0,5.0,40,3.0,1.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,5.0,5.0,5.0,1.0,16.0,1,21.0,1.0,9.0,1.0,4.0,,7.0,9.0,1.0,10.0,2.0,14.0,13.0,6.0,1.0,22.0,9.0,121.5849487,25.055852
109,11,11,21,5,2,08士林區,士林區延平北路6段與通河西街2段口,0,1.0,2,2,C03,8.0,3.0,5.0,50,5.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,1.0,1.0,3.0,4.0,1.0,17.0,1,25.0,5.0,1.0,1.0,4.0,,7.0,9.0,1.0,10.0,11.0,11.0,43.0,43.0,1.0,22.0,9.0,121.4978428,25.0939811
109,11,13,17,22,2,05中正區,中正區辛亥路1段19號,0,1.0,1,2,H01,6.0,3.0,5.0,50,14.0,9.0,1.0,4.0,4.0,5.0,6.0,4.0,4.0,1.0,4.0,5.0,2.0,9.0,1,91.0,5.0,4.0,4.0,5.0,,8.0,16.0,8.0,20.0,9.0,16.0,67.0,43.0,1.0,22.0,9.0,121.5281253,25.01909371
109,11,19,8,54,1,08士林區,士林區文林路與德行西路口,1,0.0,0,2,H01,8.0,1.0,5.0,50,4.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,2,78.0,1.0,9.0,4.0,5.0,,8.0,16.0,8.0,20.0,10.0,16.0,51.0,15.0,1.0,22.0,9.0,121.5195553,25.10323948
109,11,30,15,58,1,06松山區,松山區延壽街與塔悠路口,1,0.0,0,2,H01,6.0,1.0,5.0,50,3.0,1.0,1.0,4.0,4.0,5.0,7.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2,77.0,1.0,1.0,4.0,5.0,,8.0,16.0,8.0,20.0,1.0,16.0,67.0,15.0,1.0,22.0,9.0,121.5693818,25.05742243
109,12,7,1,50,2,04大安區,大安區基隆路2段與和平東路3段口,0,1.0,1,3,C03,6.0,3.0,5.0,50,5.0,1.0,1.0,4.0,4.0,5.0,7.0,2.0,1.0,1.0,3.0,5.0,1.0,17.0,2,59.0,5.0,2.0,1.0,1.0,,7.0,9.0,1.0,10.0,9.0,11.0,43.0,44.0,1.0,22.0,9.0,121.5527251,25.02457821
109,12,9,6,16,2,07信義區,信義區永吉路與永吉路326巷口,0,1.0,1,2,H01,6.0,2.0,5.0,50,4.0,1.0,1.0,4.0,4.0,5.0,7.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2,82.0,5.0,8.0,4.0,5.0,,8.0,16.0,8.0,20.0,10.0,16.0,52.0,23.0,1.0,22.0,9.0,121.5755314,25.04547982
109,12,11,6,11,1,08士林區,士林區忠誠路2段與忠誠路2段21巷口,1,0.0,0,2,H01,6.0,3.0,5.0,50,3.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,1.0,4.0,4.0,2.0,9.0,2,80.0,1.0,1.0,4.0,5.0,,8.0,16.0,8.0,20.0,10.0,15.0,51.0,23.0,1.0,22.0,9.0,121.5304917,25.1090661
109,12,13,9,49,1,11南港區,南港區環東大道207號燈桿,1,0.0,0,1,C01,8.0,1.0,8.0,80,10.0,7.0,1.0,5.0,4.0,5.0,7.0,4.0,4.0,10.0,5.0,5.0,2.0,20.0,1,32.0,1.0,9.0,3.0,4.0,,7.0,7.0,1.0,9.0,2.0,14.0,13.0,13.0,1.0,22.0,9.0,121.608019,25.0594551
109,12,21,2,45,1,02萬華區,萬華區華江橋往新北市(華江橋汽車引道和平西路段),1,0.0,0,1,C01,6.0,3.0,5.0,50,14.0,7.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,5.0,2.0,20.0,1,55.0,1.0,1.0,1.0,1.0,,7.0,9.0,4.0,9.0,9.0,11.0,13.0,13.0,1.0,22.0,9.0,121.4958456,25.0356415
109,12,21,6,12,2,08士林區,士林區德行東路與德行東路46巷口,0,1.0,1,2,H01,6.0,2.0,5.0,50,4.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,5.0,5.0,5.0,2.0,9.0,2,79.0,5.0,9.0,4.0,5.0,,8.0,21.0,8.0,20.0,10.0,16.0,67.0,44.0,1.0,22.0,9.0,121.5262088,25.106912
109,12,22,19,43,1,11南港區,南港區南港橋西往東方向外側車道橋頭起7公尺,1,0.0,1,1,C03,6.0,3.0,5.0,50,14.0,9.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,9.0,4.0,5.0,2.0,12.0,1,45.0,1.0,1.0,1.0,1.0,,7.0,9.0,1.0,10.0,9.0,14.0,23.0,23.0,1.0,22.0,9.0,121.6206755,25.05479681
109,12,24,3,12,1,03中山區,中山區建國高架道與建國高架道口往北民權東路上方,1,0.0,0,1,B03,6.0,3.0,5.0,70,10.0,16.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,9.0,4.0,5.0,2.0,23.0,1,37.0,1.0,9.0,3.0,1.0,,7.0,9.0,1.0,8.0,8.0,1.0,21.0,21.0,1.0,5.0,5.0,121.5371118,25.06120321
109,12,29,8,35,2,02萬華區,萬華區中華路2段與國興路口,0,1.0,0,2,H01,8.0,1.0,5.0,50,4.0,2.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,9.0,4.0,5.0,1.0,2.0,2,81.0,5.0,1.0,4.0,5.0,,8.0,16.0,8.0,20.0,10.0,16.0,67.0,43.0,1.0,22.0,9.0,121.5091073,25.02502626
108,4,17,14,50,1,01大同區,大同區長安西路66號建成國中地下停車場出入口,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,75.0,1.0,,,,,,,,,,,,,,,,,
108,7,7,19,17,1,01大同區,大同區延平北路3段與民族西路口,1,,1,2,H01,8.0,,,0,4.0,1.0,,,,,,,,,,,,,2,69.0,1.0,,,,,,,,,,,,,,,,,
108,7,14,6,44,1,01大同區,大同區環河北路2段與敦煌路口,1,,0,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,59.0,1.0,,,,,,,,,,,,,,,,,
108,4,9,11,13,1,01大同區,大同區重慶北路3段120巷與延平北路3段83巷口,1,,1,1,C03,8.0,,,30,4.0,1.0,,,,,,,,,,,,,1,72.0,1.0,,,,,,,,,,,,,,,,,
108,8,18,6,20,1,01大同區,大同區重慶北路1段與鄭州路口,1,,0,2,C03,8.0,,,40,4.0,1.0,,,,,,,,,,,,,1,29.0,1.0,,,,,,,,,,,,,,,,,
108,11,20,9,23,1,01大同區,大同區民權西路與蘭州街口,1,,0,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,66.0,1.0,,,,,,,,,,,,,,,,,
108,5,1,0,13,1,02萬華區,萬華區西園路1段與和平西路3段口,1,,0,2,H01,6.0,,,50,5.0,2.0,,,,,,,,,,,,,1,67.0,1.0,,,,,,,,,,,,,,,,,
108,1,26,19,46,1,02萬華區,萬華區環河快速道路上匝道處,1,,3,2,C02,8.0,,,40,10.0,7.0,,,,,,,,,,,,,1,64.0,1.0,,,,,,,,,,,,,,,,,
108,5,27,13,30,1,02萬華區,萬華區環河南路2段與環河南路2段175巷口,1,,0,2,C02,6.0,,,50,4.0,2.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
108,4,7,19,54,1,02萬華區,萬華區西園路2段與莒光路口,1,,0,1,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,42.0,1.0,,,,,,,,,,,,,,,,,
108,4,22,5,8,1,03中山區,中山區新生北路1段與南京東路1段口,1,,0,2,F01,7.0,,,50,4.0,1.0,,,,,,,,,,,,,1,49.0,1.0,,,,,,,,,,,,,,,,,
108,4,13,18,6,1,03中山區,中山區中山北路2段與民權西路口,1,,1,2,H01,7.0,,,0,4.0,1.0,,,,,,,,,,,,,1,71.0,1.0,,,,,,,,,,,,,,,,,
108,4,1,10,39,1,03中山區,中山區民權東路3段75巷2弄與民權東路3段75巷口,1,,0,2,H01,8.0,,,30,13.0,9.0,,,,,,,,,,,,,2,60.0,1.0,,,,,,,,,,,,,,,,,
108,5,31,6,35,1,03中山區,中山區八德路2段與建國北路1段口,1,,1,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,2,68.0,1.0,,,,,,,,,,,,,,,,,
108,1,8,18,26,1,03中山區,中山區自強隧道圓環往大直 北往南,1,,0,2,C03,8.0,,,50,16.0,9.0,,,,,,,,,,,,,2,22.0,1.0,,,,,,,,,,,,,,,,,
108,2,26,20,0,1,03中山區,中山區中山北路1段105巷與天津街口,1,,0,2,H01,7.0,,,50,4.0,2.0,,,,,,,,,,,,,1,75.0,1.0,,,,,,,,,,,,,,,,,
108,6,25,11,0,1,03中山區,中山區天祥路60巷與天祥路口前,1,,0,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,63.0,1.0,,,,,,,,,,,,,,,,,
108,7,28,14,38,1,03中山區,中山區民族東路518號對面,1,,0,1,C02,8.0,,,0,11.0,9.0,,,,,,,,,,,,,1,67.0,1.0,,,,,,,,,,,,,,,,,
108,9,5,16,13,2,03中山區,中山區大直街67巷與大直街101巷口,0,,1,1,F01,7.0,,,40,4.0,2.0,,,,,,,,,,,,,2,68.0,5.0,,,,,,,,,,,,,,,,,
108,10,14,21,12,1,03中山區,中山區民生西路與民生西路3巷口,1,,1,2,H01,7.0,,,50,3.0,1.0,,,,,,,,,,,,,1,74.0,1.0,,,,,,,,,,,,,,,,,
108,12,18,20,34,1,03中山區,中山區松江路204巷,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,26.0,1.0,,,,,,,,,,,,,,,,,
108,11,8,13,40,1,03中山區,中山區復興北路與五常街口,1,,0,2,C03,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,18.0,1.0,,,,,,,,,,,,,,,,,
108,1,2,3,17,1,04大安區,大安區敦化南路2段與信義路4段口,1,,0,1,C03,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,49.0,1.0,,,,,,,,,,,,,,,,,
108,6,27,18,40,1,04大安區,大安區臥龍街131巷13弄與臥龍街151巷口,1,,2,2,F01,7.0,,,40,4.0,2.0,,,,,,,,,,,,,2,26.0,1.0,,,,,,,,,,,,,,,,,
108,6,12,9,42,1,04大安區,大安區市民大道4段124號,1,,0,2,H01,8.0,,,40,14.0,9.0,,,,,,,,,,,,,2,82.0,1.0,,,,,,,,,,,,,,,,,
108,1,18,8,56,1,04大安區,大安區和平東路3段60號,1,,0,3,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,42.0,1.0,,,,,,,,,,,,,,,,,
108,9,7,7,45,1,04大安區,大安區大安路1段116巷與復興南路1段口,1,,1,2,C01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,21.0,1.0,,,,,,,,,,,,,,,,,
108,9,29,15,33,1,04大安區,大安區忠孝東路3段與復興南路1段口,1,,0,2,F01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,2,55.0,1.0,,,,,,,,,,,,,,,,,
108,6,28,23,16,1,04大安區,大安區羅斯福路2段與和平東路1段口,1,,1,2,C01,8.0,,,50,5.0,1.0,,,,,,,,,,,,,1,36.0,1.0,,,,,,,,,,,,,,,,,
108,9,21,0,3,1,04大安區,大安區辛亥路3段與芳蘭路口,1,,0,2,C03,6.0,,,50,14.0,9.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
108,7,6,17,58,1,04大安區,大安區忠孝東路4段325號國父紀念館1號出口,1,,1,2,H01,8.0,,,40,15.0,22.0,,,,,,,,,,,,,2,57.0,1.0,,,,,,,,,,,,,,,,,
108,7,20,5,57,1,04大安區,大安區基隆路2段與敦化南路2段口,1,,0,2,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
108,4,26,11,58,1,04大安區,大安區富陽街152巷2號,1,,0,2,H01,8.0,,,40,14.0,9.0,,,,,,,,,,,,,2,75.0,1.0,,,,,,,,,,,,,,,,,
108,5,18,6,7,1,04大安區,大安區基隆路2段與敦化南路2段口,1,,0,2,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,52.0,1.0,,,,,,,,,,,,,,,,,
108,4,24,7,41,1,04大安區,大安區信義路2段與杭州南路2段口,1,,1,4,H02,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,0.0,1.0,,,,,,,,,,,,,,,,,
108,3,7,14,9,2,04大安區,大安區忠孝東路4段與延吉街口,0,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,2,65.0,5.0,,,,,,,,,,,,,,,,,
108,10,17,11,34,2,04大安區,大安區復興南路2段148巷與瑞安街61巷口,0,,1,2,H01,8.0,,,30,4.0,1.0,,,,,,,,,,,,,1,70.0,5.0,,,,,,,,,,,,,,,,,
108,11,15,21,38,1,04大安區,大安區辛亥路2段171巷與辛亥路2段口東往西快車道,1,,0,1,B03,8.0,,,0,3.0,2.0,,,,,,,,,,,,,1,39.0,1.0,,,,,,,,,,,,,,,,,
108,11,30,9,48,1,04大安區,大安區忠孝東路3段與新生南路1段口,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,31.0,1.0,,,,,,,,,,,,,,,,,
108,9,9,7,45,2,04大安區,大安區復興南路2段與瑞安街23巷口,0,,0,2,H01,8.0,,,0,4.0,1.0,,,,,,,,,,,,,2,64.0,5.0,,,,,,,,,,,,,,,,,
108,9,4,18,30,1,05中正區,中正區林森南路地下道北往南,1,,0,2,C03,8.0,,,50,7.0,9.0,,,,,,,,,,,,,1,32.0,1.0,,,,,,,,,,,,,,,,,
108,3,12,19,12,1,05中正區,中正區忠孝西路1段與重慶北路1段口,1,,0,2,H01,7.0,,,50,4.0,2.0,,,,,,,,,,,,,2,43.0,1.0,,,,,,,,,,,,,,,,,
108,5,30,10,50,2,05中正區,中正區寧波西街88-1號,0,,1,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,71.0,5.0,,,,,,,,,,,,,,,,,
108,1,4,9,1,2,05中正區,中正區汀州路3段24巷與汀州路3段口口,0,,1,2,F06,8.0,,,40,3.0,1.0,,,,,,,,,,,,,1,88.0,5.0,,,,,,,,,,,,,,,,,
108,8,7,5,25,1,05中正區,中正區羅斯福路4段118號,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,23.0,1.0,,,,,,,,,,,,,,,,,
108,12,4,17,26,2,05中正區,中正區永福橋上橋處,0,,1,3,C03,7.0,,,50,14.0,9.0,,,,,,,,,,,,,1,77.0,5.0,,,,,,,,,,,,,,,,,
108,4,14,8,1,1,06松山區,松山區市民大道5段與東寧路口,1,,0,2,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,2,41.0,1.0,,,,,,,,,,,,,,,,,
108,7,27,7,23,1,06松山區,松山區光復北路與民生東路5段口,1,,5,3,H02,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,67.0,1.0,,,,,,,,,,,,,,,,,
108,1,13,18,12,1,08士林區,士林區延平北路5段與葫蘆街口,1,,1,2,H01,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,58.0,1.0,,,,,,,,,,,,,,,,,
108,1,9,21,40,1,08士林區,士林區中山北路6段與德行西路口,1,,1,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,41.0,1.0,,,,,,,,,,,,,,,,,
108,2,19,16,51,1,08士林區,士林區格致路與愛富二街口,1,,0,2,H01,8.0,,,40,4.0,2.0,,,,,,,,,,,,,2,20.0,1.0,,,,,,,,,,,,,,,,,
108,7,8,19,23,1,08士林區,士林區中正路與福港街口,1,,2,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,69.0,1.0,,,,,,,,,,,,,,,,,
108,8,3,7,19,1,08士林區,士林區平菁街038燈桿,1,,0,2,F01,8.0,,,40,11.0,9.0,,,,,,,,,,,,,1,48.0,1.0,,,,,,,,,,,,,,,,,
108,7,25,6,3,1,08士林區,士林區延平北路6段183號,1,,0,2,F01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,80.0,1.0,,,,,,,,,,,,,,,,,
108,9,13,9,20,1,08士林區,士林區環河北路3段與葫蘆街口,1,,4,2,C02,8.0,,,50,3.0,2.0,,,,,,,,,,,,,1,55.0,1.0,,,,,,,,,,,,,,,,,
108,10,13,18,4,1,08士林區,士林區中正路580號百齡橋下橋處,1,,0,2,C03,8.0,,,50,15.0,9.0,,,,,,,,,,,,,1,20.0,1.0,,,,,,,,,,,,,,,,,
108,12,28,6,48,1,08士林區,士林區承德路4段與承德路4段80巷口,1,,0,2,C03,8.0,,,50,5.0,2.0,,,,,,,,,,,,,1,20.0,1.0,,,,,,,,,,,,,,,,,
108,12,12,23,7,1,08士林區,士林區仰德大道1段007燈桿旁,1,,1,1,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
108,5,30,14,44,1,09北投區,北投區洲美快速道路第137號燈桿前,1,,3,3,H02,8.0,,,80,10.0,9.0,,,,,,,,,,,,,2,95.0,1.0,,,,,,,,,,,,,,,,,
108,3,20,10,5,1,09北投區,北投區承德路7段與承德路7段393巷口,1,,0,2,C03,8.0,,,60,4.0,2.0,,,,,,,,,,,,,1,23.0,1.0,,,,,,,,,,,,,,,,,
108,2,26,19,3,1,09北投區,北投區西安街1段與東陽街口,1,,0,2,H01,7.0,,,50,4.0,2.0,,,,,,,,,,,,,2,73.0,1.0,,,,,,,,,,,,,,,,,
108,8,31,15,41,1,09北投區,北投區大度路2段與承德路7段401巷620弄口往北市,1,,3,4,H02,8.0,,,70,5.0,1.0,,,,,,,,,,,,,2,42.0,1.0,,,,,,,,,,,,,,,,,
108,11,25,14,53,1,09北投區,北投區石牌路2段343巷與石牌路2段口,1,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,2,69.0,1.0,,,,,,,,,,,,,,,,,
108,6,22,10,9,1,09北投區,北投區紗帽路第109號燈桿前,1,,0,2,F01,8.0,,,30,11.0,9.0,,,,,,,,,,,,,1,39.0,1.0,,,,,,,,,,,,,,,,,
108,1,1,1,54,1,09北投區,北投區竹子湖路086燈桿,1,,0,1,C03,6.0,,,40,11.0,9.0,,,,,,,,,,,,,1,25.0,1.0,,,,,,,,,,,,,,,,,
108,10,14,12,20,1,09北投區,北投區大興街與北投路1段口,1,,0,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,91.0,1.0,,,,,,,,,,,,,,,,,
108,1,15,12,42,1,09北投區,北投區行義路154巷,1,,1,1,C03,8.0,,,40,11.0,9.0,,,,,,,,,,,,,1,16.0,1.0,,,,,,,,,,,,,,,,,
108,11,12,4,5,1,09北投區,北投區洲美快速道路012號燈桿,1,,1,2,H03,8.0,,,60,14.0,9.0,,,,,,,,,,,,,1,53.0,1.0,,,,,,,,,,,,,,,,,
108,11,26,1,40,1,09北投區,北投區中央北路3段200號,1,,0,2,H01,7.0,,,50,14.0,9.0,,,,,,,,,,,,,2,61.0,1.0,,,,,,,,,,,,,,,,,
108,7,19,6,15,1,10文山區,文山區秀明路2段31號,1,,1,2,C03,8.0,,,50,11.0,7.0,,,,,,,,,,,,,1,47.0,1.0,,,,,,,,,,,,,,,,,
108,3,1,15,25,1,10文山區,文山區老泉街45巷樟湖幹92B7125FC59電線桿,1,,0,3,H01,7.0,,,30,11.0,9.0,,,,,,,,,,,,,2,34.0,1.0,,,,,,,,,,,,,,,,,
108,1,22,1,5,1,10文山區,文山區羅斯福路5段50號(公車分隔島),1,,1,1,C03,6.0,,,50,14.0,10.0,,,,,,,,,,,,,1,18.0,1.0,,,,,,,,,,,,,,,,,
108,11,11,5,45,1,10文山區,文山區羅斯福路6段與景隆街口,1,,0,2,F01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,61.0,1.0,,,,,,,,,,,,,,,,,
108,12,10,19,58,1,10文山區,文山區景隆街36巷與景隆街口,1,,0,2,H01,8.0,,,50,3.0,2.0,,,,,,,,,,,,,2,54.0,1.0,,,,,,,,,,,,,,,,,
108,3,17,21,45,1,12內湖區,內湖區港墘路與瑞光路口,1,,0,2,C03,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,20.0,1.0,,,,,,,,,,,,,,,,,
108,1,10,18,38,1,12內湖區,內湖區環山路3段與環山路3段30巷口,1,,2,4,H02,7.0,,,50,3.0,1.0,,,,,,,,,,,,,1,2.0,1.0,,,,,,,,,,,,,,,,,
108,1,23,18,5,1,12內湖區,內湖區潭美街195號,1,,1,2,H01,8.0,,,40,14.0,9.0,,,,,,,,,,,,,2,80.0,1.0,,,,,,,,,,,,,,,,,
108,1,14,2,27,1,12內湖區,內湖區成功路5段CMS094告示牌,1,,0,1,B03,8.0,,,50,11.0,13.0,,,,,,,,,,,,,1,22.0,1.0,,,,,,,,,,,,,,,,,
108,2,9,20,27,1,12內湖區,內湖區潭美街與安美街口,1,,0,2,C03,7.0,,,40,3.0,1.0,,,,,,,,,,,,,2,27.0,1.0,,,,,,,,,,,,,,,,,
