發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
20326,110,4,29,16,11,2,05中正區,中正區濟南路1段7號,0,0,1,1,B01,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,17,1,42.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,2.0,2.0,6.0,,7.0,7,1.0,22.0,9.0,121.5219794,25.04266763
20327,110,4,29,16,11,2,05中正區,中正區濟南路1段7號,0,0,1,2,C03,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,17,1,54.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,7,1.0,22.0,9.0,121.5219794,25.04266763
20386,110,4,29,22,15,2,05中正區,中正區中山北路1段與忠孝東路1段口,0,0,2,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,8,1,18.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,23.0,23,1.0,22.0,9.0,121.5196942,25.04552709
20387,110,4,29,22,15,2,05中正區,中正區中山北路1段與忠孝東路1段口,0,0,2,2,H01,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,8,2,36.0,2.0,9.0,4.0,5.0,8.0,17.0,8.0,20.0,10.0,16.0,,54.0,23,1.0,22.0,9.0,121.5196942,25.04552709
20388,110,4,29,22,25,2,05中正區,中正區汀州路3段與思源街口,0,0,1,1,C03,7,3,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,12,2,55.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,10.0,1.0,12.0,,44.0,44,1.0,22.0,9.0,121.5324364,25.01494697
20389,110,4,29,22,25,2,05中正區,中正區汀州路3段與思源街口,0,0,1,2,C03,7,3,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,12,1,23.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,10.0,1.0,14.0,,17.0,44,1.0,22.0,9.0,121.5324364,25.01494697
20476,110,4,30,13,31,2,05中正區,中正區重慶南路1段與凱達格蘭大道口,0,0,2,1,B01,8,1,5,50,3,1,1,5,4,5,7,1,1,9,4,5,2,17,1,62.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,2.0,5.0,,9.0,9,1.0,22.0,9.0,121.5130329,25.03972978
20477,110,4,30,13,31,2,05中正區,中正區重慶南路1段與凱達格蘭大道口,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,9,4,5,2,17,2,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,26.0,9,1.0,22.0,9.0,121.5130329,25.03972978
20478,110,4,30,13,31,2,05中正區,中正區重慶南路1段與凱達格蘭大道口,0,0,2,3,H02,8,1,5,50,3,1,1,5,4,5,7,1,1,9,4,5,2,17,2,24.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,9,1.0,22.0,9.0,121.5130329,25.03972978
20585,110,4,30,22,0,2,05中正區,中正區羅斯福路1段5號,0,0,4,1,C01,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,17,1,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,9.0,1.0,11.0,,42.0,42,1.0,22.0,9.0,121.5176356,25.0339778
20586,110,4,30,22,0,2,05中正區,中正區羅斯福路1段5號,0,0,4,2,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,17,1,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,42,1.0,22.0,9.0,121.5176356,25.0339778
20587,110,4,30,22,0,2,05中正區,中正區羅斯福路1段5號,0,0,4,3,C03,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,17,2,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,42,1.0,22.0,9.0,121.5176356,25.0339778
20588,110,4,30,22,0,2,05中正區,中正區羅斯福路1段5號,0,0,4,4,H02,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,17,1,32.0,2.0,9.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,42,1.0,22.0,9.0,121.5176356,25.0339778
20598,110,4,30,23,4,2,05中正區,中正區重慶南路2段與南海路口,0,0,2,1,B01,8,3,5,30,4,1,1,5,4,5,7,1,1,10,4,5,2,12,1,58.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,2.0,1.0,8.0,,8.0,8,1.0,22.0,9.0,121.5144015,25.03183677
20599,110,4,30,23,4,2,05中正區,中正區重慶南路2段與南海路口,0,0,2,2,C03,8,3,5,30,4,1,1,5,4,5,7,1,1,10,4,5,2,12,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,26.0,8,1.0,22.0,9.0,121.5144015,25.03183677
20600,110,4,30,23,4,2,05中正區,中正區重慶南路2段與南海路口,0,0,2,3,C03,8,3,5,30,4,1,1,5,4,5,7,1,1,10,4,5,2,12,2,30.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,8,1.0,22.0,9.0,121.5144015,25.03183677
20604,110,4,30,23,30,2,05中正區,中正區南昌路1段與南海路口,0,0,1,1,C03,8,3,5,30,4,2,1,5,4,5,7,1,1,10,4,5,2,12,1,50.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,,14.0,14,1.0,22.0,9.0,121.5164428,25.03240382
20606,110,4,30,23,30,2,05中正區,中正區南昌路1段與南海路口,0,0,1,2,C03,8,3,5,30,4,2,1,5,4,5,7,1,1,10,4,5,2,12,1,32.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,16.0,14,1.0,22.0,9.0,121.5164428,25.03240382
20607,110,4,30,23,30,2,05中正區,中正區南昌路1段與南海路口,0,0,1,3,H02,8,3,5,30,4,2,1,5,4,5,7,1,1,10,4,5,2,12,2,51.0,4.0,11.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,14,1.0,22.0,9.0,121.5164428,25.03240382
20612,110,5,1,0,26,2,05中正區,中正區博愛路與衡陽路口口,0,0,1,1,C04,8,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,1,28.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,,8.0,8,1.0,22.0,9.0,121.5115113,25.04230494
20613,110,5,1,0,26,2,05中正區,中正區博愛路與衡陽路口口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,2,58.0,2.0,9.0,1.0,1.0,7.0,9.0,3.0,18.0,2.0,11.0,,44.0,8,1.0,22.0,9.0,121.5115113,25.04230494
20614,110,5,1,1,10,2,05中正區,中正區寧波西街與牯嶺街口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,3,1,5,5,5,2,17,2,65.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,,6.0,6,1.0,22.0,9.0,121.5164793,25.030062
20615,110,5,1,1,10,2,05中正區,中正區寧波西街與牯嶺街口,0,0,1,2,B03,8,3,5,50,4,1,1,5,4,5,7,3,1,5,5,5,2,17,1,41.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,8.0,,44.0,6,1.0,22.0,9.0,121.5164793,25.030062
20667,110,5,1,11,52,2,05中正區,中山區長安東路1段與長安東路1段52巷口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,11,1,67.0,3.0,10.0,3.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,,6.0,6,1.0,10.0,4.0,121.5281111,25.04827957
20668,110,5,1,11,52,2,05中正區,中山區長安東路1段與長安東路1段52巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,11,2,32.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,6,1.0,23.0,8.0,121.5281111,25.04827957
20699,110,5,1,15,0,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,3,1,22.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,11.0,,15.0,15,1.0,22.0,9.0,121.5171397,25.0343144
20700,110,5,1,15,0,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,2,2,H01,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,3,1,19.0,2.0,9.0,4.0,5.0,8.0,18.0,8.0,20.0,10.0,16.0,,52.0,15,1.0,22.0,9.0,121.5171397,25.0343144
20704,110,5,1,16,15,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,1,B02,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,12,2,21.0,3.0,10.0,1.0,4.0,7.0,6.0,1.0,8.0,2.0,5.0,,6.0,6,1.0,22.0,9.0,121.5129157,25.03882503
20705,110,5,1,16,15,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,12,2,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,6,1.0,22.0,9.0,121.5129157,25.03882503
20711,110,5,1,17,15,2,05中正區,中正區忠孝東路2段29號,0,0,1,1,C03,8,1,5,0,15,9,1,5,4,5,7,4,4,1,3,4,2,17,2,34.0,3.0,10.0,3.0,4.0,7.0,3.0,1.0,10.0,1.0,11.0,,18.0,18,1.0,22.0,9.0,121.5276678,25.04387573
20712,110,5,1,17,15,2,05中正區,中正區忠孝東路2段29號,0,0,1,2,A02,8,1,5,0,15,9,1,5,4,5,7,4,4,1,3,4,2,17,1,61.0,3.0,10.0,1.0,4.0,7.0,9.0,1.0,2.0,1.0,5.0,,44.0,18,1.0,22.0,9.0,121.5276678,25.04387573
20713,110,5,1,17,15,2,05中正區,中正區忠孝東路2段29號,0,0,1,3,H02,8,1,5,0,15,9,1,5,4,5,7,4,4,1,3,4,2,17,2,75.0,2.0,5.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,18,1.0,22.0,9.0,121.5276678,25.04387573
20722,110,5,1,17,30,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,15,1,19.0,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,2.0,11.0,,25.0,25,1.0,22.0,9.0,121.5252852,25.03840038
20723,110,5,1,17,30,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,15,1,45.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,13.0,25,1.0,22.0,9.0,121.5252852,25.03840038
20724,110,5,1,17,34,2,05中正區,中正區鄭州路P126橋柱,0,0,1,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,2,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,16,1.0,22.0,9.0,121.5158494,25.04874357
20725,110,5,1,17,34,2,05中正區,中正區鄭州路P126橋柱,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,28.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.5158494,25.04874357
20726,110,5,1,17,34,2,05中正區,中正區鄭州路P126橋柱,0,0,1,3,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,20.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,15.0,,7.0,16,1.0,22.0,9.0,121.5158494,25.04874357
20750,110,5,1,22,24,2,05中正區,中正區愛國西路與延平南路口,0,0,3,1,C03,8,3,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,17,1,21.0,2.0,7.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,13.0,,7.0,7,1.0,22.0,9.0,121.5080774,25.03703895
20751,110,5,1,22,24,2,05中正區,中正區愛國西路與延平南路口,0,0,3,2,C03,8,3,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,17,1,42.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,7,1.0,22.0,9.0,121.5080774,25.03703895
20752,110,5,1,22,24,2,05中正區,中正區愛國西路與延平南路口,0,0,3,3,C03,8,3,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,17,2,55.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,7,1.0,22.0,9.0,121.5080774,25.03703895
20840,110,5,2,14,50,2,05中正區,中正區林森南路55號,0,0,1,1,B02,8,1,5,50,14,9,1,5,4,5,7,1,1,9,4,5,2,13,1,44.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,23.0,23,1.0,22.0,9.0,121.5220341,25.04017787
20841,110,5,2,14,50,2,05中正區,中正區林森南路55號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,1,1,9,4,5,2,13,2,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5220341,25.04017787
20842,110,5,2,14,50,2,05中正區,中正區林森南路55號,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,1,1,9,4,5,2,13,2,24.0,3.0,10.0,1.0,5.0,7.0,17.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5220341,25.04017787
20847,110,5,2,15,41,2,05中正區,中正區忠孝東路2段與八德路1段口,0,0,1,1,B01,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,2,12,1,62.0,4.0,11.0,3.0,4.0,7.0,1.0,7.0,19.0,11.0,15.0,,19.0,19,2.0,22.0,9.0,121.5293375,25.04346185
20848,110,5,2,15,41,2,05中正區,中正區忠孝東路2段與八德路1段口,0,0,1,2,C03,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,2,12,2,43.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,19,1.0,22.0,9.0,121.5293375,25.04346185
20868,110,5,2,19,5,2,05中正區,中正區濟南路2段7號,0,0,1,1,,8,3,5,0,14,9,1,5,4,5,7,4,4,9,5,5,1,27,3,,,,,,,,,,,,,66.0,66,1.0,,,121.5271579,25.04131641
20869,110,5,2,19,5,2,05中正區,中正區濟南路2段7號,0,0,1,2,C03,8,3,5,0,14,9,1,5,4,5,7,4,4,9,5,5,1,27,1,63.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,66,1.0,22.0,9.0,121.5271579,25.04131641
20896,110,5,2,23,0,2,05中正區,中正區漢口街1段110號,0,0,1,1,B01,8,4,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,63.0,3.0,10.0,1.0,4.0,7.0,8.0,1.0,4.0,2.0,15.0,,7.0,7,1.0,22.0,9.0,121.5107168,25.04518553
20897,110,5,2,23,0,2,05中正區,中正區漢口街1段110號,0,0,1,2,C03,8,4,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,21.0,2.0,7.0,1.0,4.0,7.0,12.0,1.0,10.0,2.0,12.0,,43.0,7,1.0,22.0,9.0,121.5107168,25.04518553
20898,110,5,2,23,6,2,05中正區,中正區中山南路與信義路1段口,0,0,2,1,C03,8,3,5,50,5,2,1,5,4,5,7,2,1,5,4,5,2,16,1,22.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,,8.0,8,1.0,22.0,9.0,121.5179653,25.03877768
20899,110,5,2,23,6,2,05中正區,中正區中山南路與信義路1段口,0,0,2,2,B03,8,3,5,50,5,2,1,5,4,5,7,2,1,5,4,5,2,16,1,72.0,3.0,10.0,3.0,1.0,7.0,9.0,1.0,8.0,2.0,2.0,,44.0,8,1.0,22.0,9.0,121.5179653,25.03877768
20900,110,5,2,23,6,2,05中正區,中正區中山南路與信義路1段口,0,0,2,3,H02,8,3,5,50,5,2,1,5,4,5,7,2,1,5,4,5,2,16,2,22.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,8,1.0,22.0,9.0,121.5179653,25.03877768
20904,110,5,2,23,47,2,05中正區,中正區羅斯福路2段與羅斯福路2段48巷口,0,0,2,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,13,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5216614,25.02794484
20905,110,5,2,23,47,2,05中正區,中正區羅斯福路2段與羅斯福路2段48巷口,0,0,2,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,13,1,25.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5216614,25.02794484
20906,110,5,2,23,47,2,05中正區,中正區羅斯福路2段與羅斯福路2段48巷口,0,0,2,3,H01,8,3,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,13,2,73.0,2.0,9.0,4.0,5.0,8.0,17.0,8.0,20.0,2.0,16.0,,60.0,23,1.0,22.0,9.0,121.5216614,25.02794484
21003,110,5,3,16,17,2,05中正區,中正區市民大道1段168號,0,0,2,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,12,2,21.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,17.0,17,1.0,22.0,9.0,121.5188406,25.04825424
21004,110,5,3,16,17,2,05中正區,中正區市民大道1段168號,0,0,2,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,12,2,42.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,17,1.0,22.0,9.0,121.5188406,25.04825424
21005,110,5,3,16,17,2,05中正區,中正區市民大道1段168號,0,0,2,3,H02,8,1,5,40,14,9,1,5,4,5,7,4,4,9,4,5,1,12,2,35.0,2.0,9.0,4.0,5.0,7.0,21.0,8.0,20.0,10.0,15.0,,67.0,17,1.0,22.0,9.0,121.5188406,25.04825424
21009,110,5,3,16,30,2,05中正區,中正區和平西路2段51號與寧波西街口前,0,0,1,1,A02,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,1,53.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,2.0,1.0,6.0,,44.0,44,1.0,22.0,9.0,121.5122062,25.02908049
21010,110,5,3,16,30,2,05中正區,中正區和平西路2段51號與寧波西街口前,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,1,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,44,1.0,22.0,9.0,121.5122062,25.02908049
21016,110,5,3,16,56,2,05中正區,中正區汀州路1段與寧波西街口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,2,5,2,17,2,49.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,,8.0,8,1.0,22.0,9.0,121.5108647,25.02708023
21017,110,5,3,16,56,2,05中正區,中正區汀州路1段與寧波西街口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,2,5,2,17,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,8,1.0,22.0,9.0,121.5108647,25.02708023
21018,110,5,3,16,56,2,05中正區,中正區汀州路1段與寧波西街口,0,0,2,3,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,2,5,2,17,1,22.0,3.0,10.0,3.0,1.0,7.0,13.0,1.0,10.0,1.0,12.0,,44.0,8,1.0,22.0,9.0,121.5108647,25.02708023
21036,110,5,3,18,35,2,05中正區,中正區懷寧街與漢口街1段口口,0,0,1,1,B03,6,3,5,50,4,2,1,4,4,5,7,3,1,9,4,5,1,16,1,46.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,1.0,,25.0,25,1.0,21.0,5.0,121.5141769,25.045162
21037,110,5,3,18,35,2,05中正區,中正區懷寧街與漢口街1段口口,0,0,1,2,C03,6,3,5,50,4,2,1,4,4,5,7,3,1,9,4,5,1,16,1,36.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,14.0,25,1.0,21.0,1.0,121.5141769,25.045162
21065,110,5,3,22,34,2,05中正區,中正區北平東路與中山北路1段口口,0,0,1,1,B01,6,3,5,50,4,2,1,4,4,5,7,2,1,9,4,4,1,17,1,61.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,15.0,,25.0,25,1.0,21.0,1.0,121.5203953,25.04731679
21066,110,5,3,22,34,2,05中正區,中正區北平東路與中山北路1段口口,0,0,1,2,C03,6,3,5,50,4,2,1,4,4,5,7,2,1,9,4,4,1,17,1,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,25,1.0,21.0,1.0,121.5203953,25.04731679
21078,110,5,4,7,15,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,1,1,C03,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,5,1,18,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,42.0,42,1.0,22.0,9.0,121.5328863,25.0453426
21079,110,5,4,7,15,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,1,2,,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,5,1,18,3,,,,,,,,,,,,,67.0,42,1.0,,,121.5328863,25.0453426
21221,110,5,4,21,50,2,05中正區,中正區北平東路與林森北路口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,2,66.0,3.0,10.0,1.0,4.0,7.0,5.0,1.0,8.0,2.0,2.0,,8.0,8,1.0,22.0,9.0,121.523806,25.0463495
21222,110,5,4,21,50,2,05中正區,中正區北平東路與林森北路口,0,0,1,2,C01,8,3,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,1,27.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,9.0,2.0,11.0,,44.0,8,1.0,22.0,9.0,121.523806,25.0463495
21238,110,5,4,23,43,2,05中正區,中正區林森南路與徐州路口口,0,0,1,1,B03,8,3,5,50,4,2,1,5,4,5,7,2,1,9,4,4,1,13,1,42.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,1.0,,16.0,16,1.0,21.0,5.0,121.5222375,25.0410038
21239,110,5,4,23,43,2,05中正區,中正區林森南路與徐州路口口,0,0,1,2,C03,8,3,5,50,4,2,1,5,4,5,7,2,1,9,4,4,1,13,1,60.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,16,1.0,21.0,1.0,121.5222375,25.0410038
21279,110,5,5,9,20,2,05中正區,中正區延平南路與中華路2段75巷口,0,0,2,1,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,5,2,15,2,56.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,25.0,25,1.0,22.0,9.0,121.5073998,25.03358741
21280,110,5,5,9,20,2,05中正區,中正區延平南路與中華路2段75巷口,0,0,2,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,5,2,15,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,25,1.0,22.0,9.0,121.5073998,25.03358741
21318,110,5,5,13,12,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,0,1,1,C03,7,1,5,50,14,9,1,5,4,5,7,1,1,10,4,5,2,13,2,50.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,13.0,,7.0,7,1.0,22.0,9.0,121.5298269,25.04322509
21319,110,5,5,13,12,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,0,1,2,C04,7,1,5,50,14,9,1,5,4,5,7,1,1,10,4,5,2,13,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,7,1.0,22.0,9.0,121.5298269,25.04322509
21322,110,5,5,13,51,2,05中正區,中正區忠孝東路1段與林森北路口,0,0,2,1,F03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,1,15,1,68.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,15.0,,5.0,5,1.0,22.0,9.0,121.5233981,25.04495175
21323,110,5,5,13,51,2,05中正區,中正區忠孝東路1段與林森北路口,0,0,2,2,F01,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,1,15,1,37.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,,26.0,5,1.0,22.0,9.0,121.5233981,25.04495175
21359,110,5,5,17,36,2,05中正區,中正區仁愛路2段13號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,4,6,4,4,1,4,5,2,12,1,40.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,4.0,,19.0,19,1.0,22.0,9.0,121.5265036,25.03839942
21360,110,5,5,17,36,2,05中正區,中正區仁愛路2段13號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,4,6,4,4,1,4,5,2,12,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,19,1.0,22.0,9.0,121.5265036,25.03839942
21390,110,5,5,21,47,2,05中正區,中正區和平西路2段與南海路口,0,0,1,1,B03,8,3,5,30,4,2,1,5,4,5,7,1,1,3,4,5,2,3,1,59.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,,15.0,15,1.0,22.0,9.0,121.5091912,25.03042816
21391,110,5,5,21,47,2,05中正區,中正區和平西路2段與南海路口,0,0,1,2,H01,8,3,5,30,4,2,1,5,4,5,7,1,1,3,4,5,2,3,1,9.0,2.0,8.0,4.0,1.0,8.0,20.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5091912,25.03042816
21392,110,5,5,22,20,2,05中正區,中正區中山南路1段與信義路1段口景福門,0,0,2,1,B03,7,3,5,50,5,2,1,5,4,5,7,2,1,1,4,1,2,15,1,48.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,6.0,,25.0,25,1.0,22.0,9.0,121.5174964,25.03871362
21393,110,5,5,22,20,2,05中正區,中正區青島東路1段10號,0,0,1,1,B03,7,3,5,50,14,7,1,5,4,5,7,4,4,10,4,4,2,13,1,54.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,5.0,1.0,,23.0,23,1.0,22.0,9.0,121.5226097,25.04370093
